"gene","Compartment","log2FoldChange"
"g3321","A",3.36207776174688
"g22007","A",4.05012285483096
"g29774","A",-2.44416005101062
"g6458","A",2.80447947350435
"g584","A",2.73107769974122
"g879","A",-2.15444489312037
"g20861","A",-3.07560693296697
"g15934","A",2.32290413325278
"g11893","A",2.78686381621454
"g16705","A",2.87401874835188
"g1861","A",1.77998298032054
"g27502","A",-10.926089637041
"g5673","A",6.11473041806261
"g11384","A",-2.5281477167195
"g24344","A",2.07132682873318
"g10660","A",10.46857443128
"g17327","A",-1.99695415691056
"g14709","A",-2.49365312301229
"g28878","A",2.3918692051014
"g14331","A",-2.05350633120978
"g24286","A",-2.08426630424933
"g19604","A",-3.89388024668655
"g730","A",-2.59097633080387
"g28897","A",-2.08557188914988
"g24144","A",2.23420424675012
"g6842","A",-1.41524268553429
"g11867","A",-4.16589548290448
"g3296","A",3.16694918748193
"g14203","A",3.06826246982868
"g23135","A",2.55834095920905
"g16813","A",2.95810154457756
"g19703","A",-3.47656118893002
"g1069","A",2.65565364334062
"g17854","A",-1.46260397961366
"g7423","A",-2.50457617640106
"g643","A",2.05410624975991
"g1694","A",-2.20632604504884
"g6839","A",-1.5932228356848
"g5393","A",-2.04709926267496
"g3044","A",2.17876462189199
"g6451","A",-3.6721240724504
"g20117","A",-1.5593954608269
"g6623","A",-3.17806059198506
"g16652","A",2.52342370251483
"g6456","A",-3.24534544438433
"g25504","A",-3.31350933177673
"g7443","A",2.03118415328906
"g18806","A",2.77931378487809
"g18826","A",3.03997847398192
"g16429","A",-4.46493648972313
"g7828","A",4.4699137928035
"g19519","A",-4.34944968604435
"g1037","A",2.52747791321234
"g17449","A",-2.60495148569751
"g17015","A",2.86093048397119
"g2174","A",2.47348846174414
"g19912","A",3.25667209600266
"g23965","A",3.46358102994868
"g12793","A",-1.4125173810995
"g27034","A",-1.94233159836125
"g1138","A",2.18182081574615
"g12927","A",2.61455942492327
"g22284","A",2.43284936204179
"g24398","A",2.39267931119521
"g8865","A",-1.86226277775808
"g17110","A",1.66441645242982
