"gene","Compartment","log2FoldChange"
"g11360","A",1.72507019877411
"g68","A",-0.833674381714606
"g7101","A",-2.7652631649886
"g21486","A",4.44181288881982
"g3256","A",-0.896971379299197
"g5832","A",-0.955542136585457
"g1283","A",-2.04932415243262
"g21161","A",-0.787208991262861
"g12776","A",3.98308931740335
"g23780","A",0.994094937974495
"g19918","A",1.15129653190498
"g13288","A",1.12607328424776
"g1873","A",-1.54750653354259
"g20167","A",2.86833896564675
"g15980","A",-1.10968245190872
"g13409","A",2.69803220058379
"g4398","A",2.03369410228178
"g12633","A",-3.1058014600419
"g12859","A",4.48500995174529
"g24988","A",1.57279845262215
"g11272","A",-2.32261815290017
"g8091","A",-1.04620472835745
"g22390","A",1.102530075697
"g27544","A",1.85326091028151
"g21393","A",-1.49121572759983
"g11368","A",2.0085713344495
"g20227","A",-0.556304208761042
"g22640","A",1.48936899280339
"g29733","A",-2.745570297224
"g21092","A",4.63116218397175
"g420","A",-0.651735634450426
"g5822","A",-1.03941243209278
"g8006","A",4.54795880765274
"g8024","A",2.9094780822216
"g19764","A",-6.97297127925152
"g21097","A",5.52952979349401
"g12387","A",0.849733544410103
"g9228","A",-2.10824098899826
"g10082","A",1.01142049885535
"g20348","A",1.41565380302023
"g24992","A",1.69630189157604
"g3622","A",-0.855212002410139
"g20024","A",0.914921975771528
"g11359","A",-2.36866432165451
"g4346","A",0.864332287941041
"g7488","A",3.28136195931932
"g29681","A",-2.46348223688959
"g10948","A",1.86744387162
"g26937","A",-2.15391813189946
"g23278","A",0.881616172542316
"g29707","A",-1.83623673608263
"g28939","A",0.999479529576938
"g12197","A",0.787837728557871
"g10695","A",0.75156151678178
"g794","A",0.996018074598061
"g25033","A",0.854754511094619
"g4060","A",2.19455425217601
"g24061","A",4.2368870652424
"g1604","A",-0.889905585085403
"g20172","A",-1.3138592550401
"g24058","A",1.24977953108667
"g7688","A",1.41582232197079
"g11573","A",1.40357480483585
"g21041","A",5.55139521691041
"g22631","A",1.56863736488568
"g14492","A",-0.845904895531342
"g24057","A",2.12665866283157
"g7487","A",3.79308419842429
"g4312","A",-0.827477056199035
"g16210","A",-0.986525873183542
"g23289","A",4.31446974238222
"g22217","A",-1.32390376467001
"g14669","A",-0.853450389189608
"g19899","A",1.30398074223611
"g23830","A",1.60361017220982
"g4922","A",-1.31033836876271
"g11069","A",4.63388573946057
"g21162","A",-2.26928633934834
"g9034","A",-0.566130509074573
"g6801","A",1.2603228423915
"g10923","A",1.29733370516739
"g13407","A",2.01068037964158
"g28954","A",2.87872674731245
"g23165","A",-1.35702909241171
"g17164","A",1.16934617588556
"g6121","A",3.18700469415489
"g28949","A",2.06422867332021
"g8902","A",-2.31955769850628
"g11469","A",2.02003471937419
"g10782","A",1.8052891164603
"g17097","A",-1.22201595897727
"g26855","A",-3.09669226599571
"g21470","A",1.50303411395679
"g24985","A",-1.10827670373667
"g25035","A",1.81330847805268
"g904","A",-1.1720808603825
"g17730","A",-1.96454517890203
"g24056","A",-1.22102777789238
"g12850","A",-6.55512985039392
"g29468","A",1.36350638153686
"g9287","A",0.599139331113447
"g1997","A",1.7859328918353
"g10655","A",2.16228304351822
"g22508","A",1.33041961880836
"g7260","A",1.2201729254643
"g24032","A",3.65879180422235
"g14265","A",1.17827404121575
"g5350","A",4.07273773805706
"g21392","A",0.519915200276513
"g16276","A",0.786718952161907
"g24675","B",-5.88868298790101
"g20470","B",-8.33975752616631
"g5459","B",-7.90235446409017
"g12692","B",-5.19854082842419
"g27850","B",6.68256254844503
"g28503","B",-6.54991432920359
"g26429","B",-3.71931117559988
"g15547","B",-5.9454572581344
"g25796","B",6.73771669480361
"g5458","B",-6.98525088507012
"g21871","B",-4.32676187983632
"g12515","B",-6.10472842016826
"g7263","B",-4.24562887869927
"g15505","B",-6.03989613347058
"g25758","B",5.11566096874594
"g21918","B",-5.09511849031837
"g26375","B",-3.50442451499937
"g19262","B",-4.13508843851821
"g5512","B",-5.2184066073101
"g12699","B",-5.96766476969441
"g26417","B",-3.49463029324925
"g9309","B",7.69366178417142
"g25756","B",3.81309605031582
"g20474","B",-2.84393998720755
"g26500","B",-2.85865730405828
"g26390","B",-3.94520140701633
"g15536","B",-6.25878714904561
"g26777","B",-4.27758486634679
"g26377","B",-2.35913949441149
"g28618","B",2.76767607321451
"g26630","B",-2.35059343158933
"g6961","B",-2.96108720959598
"g19285","B",-2.57871802432656
"g21587","B",6.89115780166572
"g24612","B",8.84926954801543
"g4682","B",-2.14682273427673
