,zoospore-A,zoospore-B,germinating cyst-A,germinating cyst-B,mycelia_48h-A,mycelia_48h-B,mycelia_96h-A,mycelia_96h-B,Early infection-A,Early infection-B,Late infection-A,Late infection-B
g672,78,80,0,1,4,2,6,32,4,9,4,19
g673,78,45,69,114,72,47,239,311,154,141,86,158
g674,120,84,50,80,69,51,142,241,107,137,30,57
g675,24,6,2,1,12,10,51,63,37,30,7,37
g676,14,2,0,0,3,0,35,30,47,28,34,32
g677,10,0,0,0,1,0,64,52,89,69,50,67
g678,753,667,160,152,519,498,962,984,1248,1598,162,518
g679,5,10,4,9,12,11,202,139,195,130,51,140
g680,113,19,3,4,12,21,64,88,47,64,10,23
g681,139,42,564,680,1989,2863,3893,4240,3372,3422,1372,2173
g683,414,423,559,613,579,529,1140,1476,961,1130,380,560
g684,32,20,24,32,176,227,44,93,42,46,18,19
g685,4917,3355,285,315,1140,1206,3460,12250,1655,1560,713,1619
g686,32,33,10,14,179,231,18,119,27,25,5,10
g687,2462,2799,573,593,1085,1234,884,1423,788,1097,263,506
g688,22,18,10,9,70,76,41,50,36,30,1,27
g689,25,35,53,56,127,95,107,110,59,68,17,45
g690,196,162,189,263,316,338,242,237,201,177,59,162
g691,12793,13799,583,992,175,114,270,668,236,363,171,161
g716,86,13,5,6,1027,1467,41,81,62,59,11,38
g717,105,56,13,16,37,32,56,93,23,59,6,35
g718,47,37,71,88,346,318,154,208,168,113,25,93
g719,857,895,862,665,693,569,1297,1933,1238,1447,448,895
g720,27,27,9,16,114,104,61,106,46,47,16,40
g721,1080,1152,1932,1773,2862,2613,1260,2127,1495,1679,356,953
g722,1722,1410,1186,846,931,809,424,740,450,706,207,429
g723,588,474,130,265,888,833,511,1053,683,1049,254,565
g724,9,5,18,46,63,75,237,381,233,294,63,97
g725,274,308,754,1113,372,197,299,527,316,453,102,162
g726,526,251,242,245,410,355,274,378,331,387,119,263
g727,235,197,352,383,437,369,431,691,410,476,104,274
g728,6,4,72,105,156,126,380,454,264,228,98,200
g729,698,555,2418,1988,759,683,1495,1818,1158,1238,242,455
g730,7221,8167,942,848,7327,5608,1890,2267,3120,6952,2270,4299
g731,1203,1101,247,309,769,775,392,646,380,429,162,420
g732,2617,3334,11,7,11,7,5,24,14,18,8,10
g733,7595,8856,5956,4574,724,425,1629,2678,2014,3164,238,424
g734,42,30,0,4,3,8,13,31,20,6,8,11
g735,514,409,180,146,505,487,420,535,375,416,214,314
g738,1350,1192,240,225,377,412,116,145,88,115,28,84
g739,1974,1848,679,813,186,112,801,1020,823,1204,140,289
g740,66,51,106,91,149,135,111,252,106,164,42,97
g741,64,67,1,4,5,5,57,111,28,29,17,23
g742,29,46,0,2,7,4,126,165,61,90,42,87
g743,140,182,20,14,7,4,66,157,39,157,7,9
g744,159,138,114,129,226,150,177,271,172,156,48,119
g745,329,233,218,193,288,282,359,469,286,329,92,198
g746,61,39,43,48,50,39,63,109,87,83,23,50
g747,231,211,56,56,63,44,87,136,71,92,19,58
g748,895,748,47,44,88,102,69,110,50,75,28,51
g749,113,133,1,0,3,2,9,25,2,3,1,2
g750,10,7,14,20,35,9,1,7,0,2,3,0
g751,57,44,61,61,93,81,20,19,7,13,2,8
g752,7,2,0,1,0,2,2,1,0,1,1,2
g753,3,0,0,0,0,0,0,0,1,0,0,0
g754,9,8,1,2,1,3,3,3,2,4,0,3
g762,0,0,0,0,1,0,0,0,0,0,0,0
g769,1,0,3,1,2,0,3,3,2,1,0,1
g770,77,67,49,60,63,30,63,78,35,35,17,36
g771,50,31,32,44,43,33,34,50,52,42,13,14
g772,410,368,25,45,32,19,33,59,37,30,7,13
g773,825,737,51,73,81,96,124,161,109,165,59,101
g774,90,121,0,0,4,3,14,55,4,5,1,0
g775,131,146,78,81,63,31,186,339,153,177,59,134
g776,16,16,0,0,1,2,28,16,12,14,3,9
g777,2,2,1,0,1,2,6,12,4,3,0,5
g790,25,5,0,0,0,1,0,0,0,0,0,0
g791,12,1,0,0,0,0,0,0,0,0,0,0
g792,14,2,2,3,10,3,0,0,0,0,0,0
g793,2,0,0,0,2,0,51,80,50,69,15,41
g794,213,59,22,19,72,62,275,250,268,288,90,138
g795,209,129,36,75,61,45,147,138,110,137,87,95
g796,34,19,44,53,104,148,140,186,85,88,33,59
g797,56496,55677,67864,74411,66365,83434,36401,34968,39625,43115,9444,18687
g798,571,403,32,92,86,72,131,149,135,126,32,77
g799,29,35,0,1,4,0,35,55,34,38,11,21
g800,670,1025,244,266,401,312,319,375,387,370,80,174
g801,53,61,4,4,26,30,330,328,154,127,48,104
g802,2114,2215,677,743,215,122,817,1199,699,906,164,275
g803,254,180,38,72,100,62,49,60,61,74,16,51
g804,21,31,21,30,164,185,70,92,68,102,38,77
g805,361,236,70,104,87,85,161,241,119,134,33,91
g806,1909,1891,1074,858,1258,1147,788,1645,809,1310,289,537
g807,209,181,105,108,206,180,137,236,115,138,34,81
g808,290,297,599,877,816,842,477,545,400,423,88,202
g809,158,162,5681,5874,12593,17514,1648,580,1056,993,32,77
g810,453,479,393,390,401,297,184,182,151,165,65,136
g811,1888,1987,870,1029,249,130,657,1175,502,976,122,268
g812,130,126,56,75,170,174,114,136,84,74,32,64
g813,213,202,584,574,569,607,532,690,535,533,122,250
g814,304,255,389,408,485,434,199,349,230,201,72,165
g815,129,79,130,131,98,97,438,630,300,277,72,166
g816,16049,13069,9200,10659,6610,6779,2271,1953,3713,4159,255,685
g817,70,84,17,18,60,73,34,85,38,24,24,60
g818,57,58,22,48,29,24,225,297,159,125,38,98
g819,1195,983,26,47,316,289,163,137,221,216,114,190
g820,0,0,2,4,3,3,3,2,0,1,1,2
g826,61,70,135,109,146,166,311,429,262,257,78,198
g827,19,19,16,19,20,14,110,118,90,79,19,50
g828,90,112,149,180,239,172,1066,1257,940,790,217,424
g829,812,534,145,192,260,148,112,169,140,168,62,176
g830,512,387,5827,4982,5486,8154,526,356,712,1122,201,414
g831,2744,2471,360,354,419,392,464,617,445,524,150,370
g832,94,42,7,26,218,179,135,230,86,92,26,57
g833,36,10,1,8,34,31,56,69,44,42,9,25
g834,35,9,3,0,48,25,67,87,56,48,14,56
g835,45,18,1,3,7,13,39,45,30,23,10,14
g836,1635,1652,292,310,481,488,599,628,819,602,245,499
g837,1387,749,73,61,63,42,16,26,25,20,3,4
g838,1,0,1,0,10,7,8,18,5,10,1,3
g839,1682,1421,346,207,154,122,310,507,204,298,83,192
g840,3909,3855,772,1097,902,722,4133,5823,3979,5194,1555,2078
g841,9,14,0,3,4,7,6,20,5,4,1,5
g842,276,157,148,143,174,173,132,256,171,218,36,91
g843,32,13,15,18,24,18,41,56,45,28,9,43
g844,380,320,101,166,65,42,265,517,206,225,42,103
g845,2687,2630,960,1202,1099,903,3294,4190,3312,4277,1154,1767
g846,13,18,0,3,5,5,36,29,23,21,26,26
g847,78,68,146,148,209,214,274,411,435,447,86,268
g848,319,325,123,127,156,137,195,339,206,134,32,77
g849,121,72,126,134,350,341,312,744,294,278,71,204
g850,376,327,243,276,511,470,541,943,473,585,138,388
g851,50,21,3,1,114,51,280,134,162,204,494,925
g852,1282,1036,456,420,954,1022,526,696,565,739,378,829
g853,160,101,198,256,291,203,181,255,199,212,51,122
g854,1751,1515,538,560,1330,1459,820,1019,698,850,299,607
g855,120,52,151,159,312,252,303,451,202,225,72,172
g856,135,53,228,165,122,79,110,175,111,112,31,70
g857,688,284,222,245,272,202,144,237,295,570,57,73
g858,890,1358,180,154,112,38,115,185,78,159,31,68
g859,93,25,146,193,251,195,1111,880,737,546,566,662
g860,145,128,170,185,116,68,424,496,281,294,102,250
g861,36,26,15,29,6,7,44,90,21,20,13,21
g862,33,10,3,6,4,6,41,74,36,26,18,26
g863,28,19,6,6,4,6,22,52,40,24,10,20
g864,19,20,17,15,13,6,18,49,12,15,9,9
g865,3461,4112,753,828,1307,1013,1303,1849,1104,1347,497,1197
g866,199,107,1249,1357,3366,3980,1784,1745,1823,1735,358,907
g867,64,84,82,98,47,67,41,64,47,80,12,37
g868,133,43,30,25,35,24,14,13,34,19,1,6
g869,1860,575,17,11,21,10,18,30,27,53,12,32
g870,6,1,0,0,0,0,4,3,4,5,1,2
g871,5316,5110,2,5,6,3,19,35,13,21,7,10
g872,414,340,143,100,50,29,129,154,107,143,38,62
g873,400,280,7,8,412,252,186,233,104,77,173,356
g874,8,13,3,2,125,111,9,38,7,8,3,8
g875,7,14,1,1,87,67,48,54,20,35,7,22
g876,238,165,414,552,418,250,783,1159,772,880,263,417
g877,177,204,515,468,1862,2579,1110,903,1193,1361,595,988
g878,663,382,912,751,1197,1251,1453,1322,1683,1434,892,1923
g879,2210,1760,709,505,1343,1417,542,685,621,809,239,506
g880,903,1016,303,298,755,789,275,368,251,319,84,183
g881,59,41,3,7,63,51,52,134,64,41,37,76
g882,82,113,54,72,42,50,99,120,94,66,19,51
g883,480,520,250,296,484,430,473,697,395,466,183,362
g884,80,39,204,297,555,497,405,492,329,360,89,290
g885,26,10,8,52,254,315,279,544,156,262,25,70
g886,10,1,4,25,2,1,204,392,101,179,24,45
g887,1,0,0,1,2,0,0,1,0,0,0,0
g890,1435,1398,259,246,166,130,279,399,252,276,59,141
g891,2850,3022,196,274,350,275,376,362,463,620,144,271
g892,608,753,58,69,110,64,62,144,88,131,38,69
g893,433,631,32,39,61,27,30,38,43,55,9,18
g894,1309,1027,1479,1284,930,731,972,1355,1111,1212,339,657
g895,1703,1698,2685,2242,2527,1651,2977,2596,4046,3063,1678,3267
g896,224,200,32,46,70,79,95,109,88,67,13,51
g897,193,200,11,27,47,49,47,143,51,48,30,63
g898,1435,986,277,351,679,653,583,890,530,575,231,679
g899,175,133,166,154,209,238,407,662,363,405,120,306
g900,255,299,92,127,100,57,232,364,180,215,51,133
g901,272,215,126,127,94,56,478,580,388,432,160,269
g902,589,418,199,199,262,282,218,300,282,349,104,251
g903,853,291,40,24,54,62,100,183,101,138,47,133
g904,79,64,65,70,74,37,68,25,89,45,8,17
g905,26,18,65,110,97,77,0,0,0,0,0,0
g906,1,27,0,1,3,0,85,78,158,77,6,44
g907,269,184,155,175,219,186,394,447,312,349,130,210
g908,109,49,252,260,508,474,674,1125,860,828,208,581
g909,0,1,0,1,0,0,0,0,0,0,0,0
g910,0,0,0,0,1,0,0,2,0,0,0,0
g916,208,149,221,289,219,177,836,1082,688,719,248,438
g917,91,93,48,58,103,152,403,412,368,363,109,237
g918,208,222,52,62,169,175,229,195,198,175,59,101
g919,230,355,133,69,229,186,172,155,246,233,88,210
g920,148,92,490,545,748,704,1837,2242,1275,1264,323,689
g921,2603,3014,3192,1320,1234,1771,896,1558,2967,5226,169,306
g922,1377,964,443,503,813,568,2496,3513,1976,2742,1163,2447
g924,970,354,334,502,699,724,3084,2752,3264,2662,1392,2736
g925,89,64,51,64,52,45,241,291,189,175,79,105
g926,79,33,71,93,135,93,375,572,312,311,159,250
g927,13,6,26,49,55,36,205,219,178,115,32,67
g928,1232,2426,20,28,20,18,21,58,24,26,3,17
g929,45,60,110,124,147,125,105,147,139,136,36,66
g930,110,40,1,1,3,4,23,25,14,18,14,18
g931,636,454,98,91,365,431,342,447,316,354,66,116
g932,378,310,145,217,187,132,279,375,343,249,64,173
g933,740,684,163,160,170,163,154,301,116,127,27,41
g934,296,222,173,260,848,619,419,458,349,280,101,257
g935,25,17,2,7,15,22,8,17,14,8,18,28
g936,50,40,6,32,173,98,289,347,254,248,74,199
g937,264,180,537,743,1561,1389,1278,1731,1148,1180,803,1589
g938,1186,1355,748,725,398,239,756,983,604,665,121,301
g939,2488,3273,1563,1846,373,279,699,1212,810,1108,110,193
g940,1052,870,165,312,4542,6548,2735,3197,1582,1933,591,1612
g961,1,0,23,24,34,21,115,142,105,135,18,73
g962,1,1,0,1,1,2,0,0,0,0,0,0
g963,2,3,19,24,26,17,68,122,66,99,15,32
g964,303,140,2011,2560,2230,1355,940,962,1257,1948,79,208
g965,5507,2174,3824,5934,2528,1321,3749,1385,1959,3290,238,446
g966,324,271,95,78,435,418,273,318,213,263,150,234
g967,4656,1938,3243,5087,2180,1070,3153,1266,1742,2807,212,414
g968,1,0,0,0,2,0,5,6,0,0,0,1
g969,3,0,0,1,5,1,5,1,1,4,0,0
g970,1,1,0,0,0,2,0,0,4,4,0,1
g971,36,9,0,0,6,9,2,1,0,1,0,0
g972,181,78,35,77,2098,2562,165,99,167,127,68,563
g973,66,29,232,764,1243,955,2205,1449,1128,1088,229,892
g974,1713,2006,1045,1033,2207,1956,1884,1533,2107,1663,473,1369
g975,137,172,215,230,240,232,332,344,295,224,84,256
g976,147,121,776,578,538,534,554,535,461,470,156,475
g977,679,463,2472,1811,4032,5266,1488,1914,2337,2446,530,1345
g978,4,5,0,3,4,16,146,131,87,78,18,43
g979,25,30,6,8,7,12,3,6,12,8,6,2
g980,217,194,129,168,156,153,96,137,59,75,28,35
g986,0,0,0,0,2,0,430,536,311,261,105,219
g988,4,11,0,2,4,6,1679,2083,1149,1175,384,732
g989,593,460,20,20,54,74,15,48,23,31,4,17
g990,672,533,499,529,682,653,808,1233,725,848,247,407
g991,249,262,166,232,99,63,287,418,245,225,89,115
g992,93,89,17,56,109,92,184,133,168,116,72,136
g993,596,635,217,262,506,542,300,260,285,333,77,280
g994,361,303,417,357,360,360,405,430,368,440,97,191
g1011,589,471,1375,1593,693,686,785,2001,789,1293,242,426
g1012,37,47,122,107,125,85,33,26,31,38,6,17
g1013,455,569,39,56,92,80,46,65,47,52,18,36
g1014,761,861,150,115,133,148,149,181,150,186,52,137
g1015,6648,8790,626,425,1517,1235,177,246,119,197,65,89
g1016,612,529,192,196,303,243,146,142,104,138,40,98
g1017,694,591,215,264,238,203,180,234,154,179,37,118
g1018,807,704,1068,1245,1307,942,840,1199,835,977,284,687
g1019,720,988,38,87,103,90,57,142,30,73,14,32
g1020,682,1024,98,138,79,84,71,80,57,55,4,21
g1021,18,21,5,5,6,6,1,16,2,6,0,0
g1026,516,494,367,490,223,167,219,382,193,245,30,101
g1027,58,21,91,109,105,79,382,448,310,307,98,195
g1028,1634,1505,1882,1830,3018,3188,1704,2548,1494,1789,552,1073
g1029,5422,7539,2617,2261,557,363,829,1371,605,1280,147,166
g1030,8,16,8,6,3,3,8,2,16,14,0,1
g1031,3,6,3,1,2,10,16,5,17,7,1,4
g1032,0,0,0,0,0,1,166968,149363,139430,120152,41705,92482
g1036,6,1,28,5,1,0,23,30,9,5,1,2
g1037,2287,1627,174,285,175,156,1743,1968,1050,1634,271,321
g1038,1006,1061,513,603,233,232,1576,1958,1104,1122,206,396
g1039,30,9,2,1,26,45,339,262,248,198,75,149
g1040,1006,894,1502,1669,1431,1643,746,955,786,878,275,689
g1041,6939,6048,1543,1626,2299,2575,2051,2798,1548,1812,722,1378
g1042,1546,1048,23,34,65,84,28,66,24,22,10,24
g1043,2810,2191,8540,7218,5477,4158,4119,5222,4019,4326,868,2001
g1044,32,44,35,68,53,57,253,460,169,163,34,88
g1045,61,41,190,301,288,251,357,382,244,202,15,31
g1046,82,81,23,20,27,14,224,528,92,110,48,73
g1047,58,50,6,12,15,22,30,46,21,21,8,22
g1048,128,137,15,24,12,12,77,137,36,42,16,29
g1049,72,92,1,2,1,4,10,11,14,5,4,9
g1050,382,356,34,32,58,22,80,62,75,56,8,35
g1051,136,133,2,1,5,0,5,3,7,4,2,2
g1052,24623,29993,9230,7461,13080,6984,0,1,0,0,1,1
g1053,49,71,2062,3059,4369,2937,72,21,179,140,353,375
g1054,183,158,23,14,83,40,373,587,290,259,143,301
g1055,187,72,0,0,13,8,77,169,46,42,16,56
g1056,94,75,15,15,25,18,41,90,29,14,14,23
g1057,23,10,53,110,107,65,173,219,93,136,34,67
g1058,66,87,0,0,3,0,15,20,8,4,4,4
g1059,89,64,0,0,3,0,38,73,9,15,7,13
g1060,116,85,3,1,17,15,52,87,30,14,18,29
g1061,22986,24785,30901,34762,31178,35679,33232,26950,30515,28535,6669,13490
g1062,34,39,34,42,35,41,151,146,105,83,15,61
g1063,384,351,121,148,230,206,152,275,102,110,35,82
g1064,124,125,71,88,157,124,157,267,101,130,31,68
g1065,354,300,127,207,124,85,177,351,154,139,18,81
g1067,51,54,47,99,66,64,158,187,131,103,34,59
g1068,63,30,184,223,574,776,309,370,256,222,36,125
g1069,29,20,55,53,91,39,744,772,467,367,108,318
g1070,76,66,67,71,104,65,289,321,173,144,47,108
g1071,340,193,38,36,75,70,259,338,100,101,51,157
g1072,1077,861,432,425,275,200,733,782,473,470,139,286
g1073,404,104,24,12,47,34,27,12,75,24,2,8
g1074,0,7,7,1,8,20,0,3,1,0,4,0
g1075,0,5,0,1,4,6,1,3,8,3,1,1
g1076,235,92,76,66,16,6,5,1,13,5,6,16
g1077,183,39,98,61,20,11,13,14,24,13,5,15
g1078,19275,19765,81,209,157,78,314,727,323,286,675,1620
g1087,0,1,0,0,0,0,4,0,3,1,2,0
g1099,0,0,1,2,1,0,1,0,0,0,0,0
g1103,79,72,185,187,208,173,820,1265,824,994,190,351
g1104,12264,13463,932,927,3459,3323,1366,1319,1818,2185,558,1912
g1105,92,62,32,48,109,87,101,113,58,82,20,39
g1106,251,123,149,181,789,507,559,743,436,506,124,332
g1107,748,569,97,149,482,478,1527,2283,1123,1233,421,910
g1108,7462,16575,780,805,545,528,464,856,1138,1639,347,497
g1109,34,276,4,6,24,14,10,15,1,0,2,5
g1110,10,5,0,0,9,4,3,7,2,0,1,2
g1111,68,108,1274,751,426,395,722,852,595,541,112,249
g1112,80,84,136,99,219,188,174,140,228,155,34,80
g1113,828,2039,0,5,4,0,9,20,13,11,1,1
g1114,110,14,8,69,26,7,137,295,146,336,35,40
g1115,103,123,69,11,5,6,108,190,58,55,14,25
g1116,288,368,191,157,135,157,217,292,154,211,19,65
g1117,22,25,23,34,74,42,187,159,112,92,42,60
g1118,622,559,484,511,392,244,507,749,474,537,117,322
g1119,63,28,32,30,52,26,57,119,67,85,16,22
g1120,176,129,67,111,97,63,84,180,106,156,23,32
g1121,37,23,22,29,43,52,50,68,45,49,15,26
g1122,502,379,252,339,773,679,1079,1637,834,838,339,954
g1123,61,76,36,72,56,37,164,263,138,84,40,71
g1124,309,272,43,47,126,81,471,535,275,242,193,336
g1125,8059,9454,5987,6699,2707,2471,2468,3885,1931,2390,487,900
g1126,15125,17120,12505,14665,13467,15053,55124,42226,43501,38545,10176,19704
g1127,56,48,0,5,2,0,20,23,17,20,7,15
g1128,927,1261,121,99,213,181,1022,695,575,534,232,333
g1129,5136,6429,783,735,2874,4130,1282,1541,1039,1217,372,999
g1130,891,749,335,445,407,315,1402,1685,1065,1236,340,839
g1131,295,282,487,467,2104,2263,1175,1089,1830,1493,599,1930
g1132,30,13,0,0,0,1,1,8,1,1,0,2
g1133,2856,2540,884,990,3156,4475,1753,2897,2061,2523,920,2052
g1134,93,69,0,0,19,22,12,31,7,5,18,43
g1135,24,19,24,33,59,65,334,378,291,222,94,191
g1136,1026,1023,763,898,1555,1540,2461,3772,2142,2643,951,1638
g1137,43,20,73,62,101,94,431,447,376,381,113,193
g1138,310,118,194,196,384,234,2205,3157,1408,1394,325,658
g1139,25,19,73,71,133,191,72,138,40,52,17,25
g1140,137,162,155,145,496,462,316,658,274,294,157,604
g1141,8,4,5,2,81,90,84,140,50,27,19,35
g1142,2298,2148,2763,2441,4161,3810,2485,4137,2592,3016,758,2034
g1143,70,86,24,43,80,27,257,383,215,276,82,166
g1144,205,185,40,52,38,22,202,377,111,214,38,86
g1145,1126,972,634,568,336,173,617,1019,436,667,156,345
g1146,1787,574,37,68,232,198,663,925,469,414,579,1558
g1147,9,0,0,1,0,1,8,14,3,2,1,1
g1148,2,2,0,0,2,1,2,8,1,4,1,3
g1152,1,1,0,3,0,0,66,119,53,69,21,21
g1153,0,0,0,0,1,0,0,0,0,0,1,0
g1154,5,4,1,5,14,4,67,179,81,76,20,24
g1155,636,679,109,178,278,250,496,757,360,542,151,217
g1156,49,67,14,27,52,34,535,687,486,452,147,317
g1157,17,14,16,26,12,7,421,507,316,235,51,126
g1158,548,843,64,73,63,60,61,85,59,53,13,46
g1159,154,167,137,159,255,186,171,283,197,156,47,79
g1160,57,70,40,54,85,69,184,261,132,189,38,77
g1161,215,173,225,264,540,478,514,681,402,451,123,255
g1162,77,40,37,48,43,48,167,332,167,141,45,79
g1163,977,800,23,16,1029,666,2423,2758,3483,4596,727,2425
g1164,907,830,328,708,1320,995,1244,1589,1275,1323,338,1656
g1165,105,62,1,7,32,25,69,123,50,49,17,46
g1166,100,62,1,4,39,30,26,79,37,44,13,19
g1167,78,71,72,81,425,625,720,1620,1099,1695,347,579
g1168,50984,45865,96403,89974,70818,74349,86210,137314,80409,87749,11871,30900
g1169,1930,3470,1,0,2,0,3,3,0,1,0,0
g1170,526,935,148,146,732,586,164,259,144,253,31,107
g1171,831,764,5652,8068,4619,5621,2715,4155,4098,4259,875,4000
g1172,2,2,1,1,4,2,1,2,2,1,2,3
g1184,19,7,0,0,1,1,17,45,10,10,14,15
g1185,13346,3752,7,1,31,10,72,165,56,62,318,411
g1187,6,2,0,0,0,0,42,84,33,43,17,61
g1201,31,19,1,0,0,0,0,2,0,0,1,0
g1202,15136,4931,16,9,39,36,4,21,6,15,72,83
g1218,94,94,520,603,410,332,1573,1611,1191,1208,296,585
g1219,218,150,500,541,837,684,1860,2536,1482,1448,452,996
g1220,195,146,101,174,152,90,442,893,346,457,119,271
g1221,1148,1083,155,160,674,1044,357,358,326,379,100,226
g1222,965,1611,155,150,533,634,573,293,295,409,121,280
g1223,191,128,349,513,373,238,1052,1357,649,690,152,386
g1224,349,313,96,84,305,377,352,393,324,292,77,235
g1225,121,128,82,78,59,61,144,212,119,167,54,99
g1226,61,39,42,34,48,35,93,146,76,111,38,102
g1227,263,501,0,1,1,2,8,23,13,20,4,3
g1228,27,85,0,0,0,0,0,0,1,0,0,2
g1229,80,71,83,59,47,43,77,100,59,71,22,67
g1230,2756,5011,4,2,16,22,30,40,28,26,2,18
g1231,442,184,230,167,342,379,337,435,395,526,248,374
g1232,31,32,1,0,8,2,1,0,0,2,1,0
g1233,916,890,1399,987,2060,2489,1563,2300,2057,3408,381,962
g1234,211,279,1,2,2,8,55,80,53,42,24,29
g1235,194,117,90,165,189,165,1254,1786,1061,1089,472,667
g1236,189,142,293,318,542,510,1137,1728,866,1053,305,675
g1237,212,135,40,33,108,74,155,374,63,75,23,26
g1238,199,180,189,153,93,91,361,440,351,448,66,133
g1239,92,72,28,46,71,50,703,810,381,337,167,289
g1240,376,315,194,227,787,744,2285,1339,2073,1875,747,1512
g1241,244,127,743,733,3134,4037,2822,3330,3069,4043,926,1470
g1242,266,168,129,141,213,142,386,693,323,426,135,242
g1243,65,32,113,152,97,81,305,380,494,324,185,243
g1244,54,42,40,114,274,329,340,398,233,246,98,185
g1245,486,393,620,530,1197,1118,1395,847,1082,1538,208,363
g1246,10,1,2,5,69,48,22,15,11,16,8,11
g1247,6,7,1298,984,402,327,155,40,195,117,18,110
g1248,3,3,1793,1467,648,550,222,76,360,208,51,176
g1249,13,13,0,0,0,1,8,10,13,24,6,7
g1252,0,0,0,0,1,0,37,63,10,11,2,17
g1253,43,42,141,190,545,479,83,20,206,232,9,46
g1254,17,1,5,3,11,10,74,36,58,42,2,1
g1255,297,286,61,66,61,65,234,272,663,435,409,862
g1256,511,621,79,84,115,109,105,158,261,192,152,318
g1257,772,812,147,165,350,283,601,889,563,748,150,415
g1258,138,135,61,87,92,73,377,441,249,261,78,180
g1259,402,347,163,218,587,377,563,930,409,301,153,349
g1260,771,632,456,486,335,266,635,891,480,754,186,361
g1261,314,227,244,258,476,443,534,931,490,638,161,362
g1262,25,4,7,12,84,94,0,0,0,0,0,0
g1263,17,4,1,5,10,23,0,0,0,0,0,0
g1264,0,0,0,0,0,2,0,0,0,0,0,0
g1265,0,1,0,0,1,0,12,11,13,29,4,12
g1266,40,25,11,11,12,24,25,24,34,36,4,11
g1267,46,54,1,0,4,3,45,122,85,65,34,58
g1268,23,18,22,56,105,91,233,295,211,188,74,219
g1269,132,65,258,187,572,420,358,599,469,449,183,708
g1270,38,18,99,60,245,226,106,111,123,117,38,136
g1273,61,30,32,49,43,19,84,94,46,53,19,24
g1275,448,597,1378,1088,395,327,1255,1926,778,939,440,752
g1276,493,481,660,523,158,150,996,1310,798,734,196,466
g1277,61,52,5,3,32,9,7,20,26,15,9,26
g1278,272,252,330,225,310,336,481,673,728,848,141,290
g1279,330,284,1,4,8,5,8,11,1,2,39,24
g1280,34248,44233,217,290,512,425,186,345,146,212,19,57
g1281,1430,543,205,92,84,81,131,547,47,65,27,33
g1282,48,11,76,124,57,49,86,132,54,82,8,21
g1283,645,355,42,326,91,713,123,218,99,104,54,85
g1284,170,92,211,405,392,359,1113,1532,900,1058,344,627
g1285,260,202,8,7,36,38,155,391,271,1210,614,492
g1286,17,8,0,0,3,3,6,19,4,16,4,3
g1287,18,11,1,4,4,2,7,18,3,8,19,12
g1288,225,145,903,1021,828,528,1755,2485,1358,1646,319,930
g1289,405,447,284,284,803,1069,1061,838,810,845,204,439
g1290,384,376,330,504,1508,2518,3309,3460,1750,2894,162,358
g1291,117,114,110,157,430,435,1031,1132,727,756,179,459
