,TPM_trimed_0h,TPM_trimed_16h,TPM_trimed_48h,TPM_control,TPM_Early,TPM_Late
g4604,5.817153342,13.84669848,7.265314162,18.82746486,14.72504772,17.02796702
g4605,3.782769784,4.304315891,4.558840829,7.798915341,4.663222082,6.978657689
g4606,5.437431019,1.867927907,2.518139903,2.805535003,2.375005963,2.83721966
g4607,1.662202425,0.626084877,0.868932947,1.448769664,1.25209306,2.095485163
g4608,6.613498558,2.640667732,2.202717796,10.81071005,10.91364784,15.13427641
g4609,0.993130823,0.15521254,0.027585223,1.505403567,0.550933737,0.305235234
g4610,1.133099283,0,0.081738421,1.140696459,0.46437153,0.061095654
g4646,0,0,0.11971789,0,0,0
g4647,0.465130185,0.161687066,0.103368264,1.322876182,0.755620795,0.650476459
g4648,15.92013261,0.508004564,0.417808007,1.660839746,0.288344874,0.678283931
g4649,18.35113153,11.81877419,6.332403721,12.42736448,10.16371616,6.461401342
g4650,62.02251405,123.4661019,135.7854883,74.59370905,70.80897334,105.1744475
g4651,6.156661123,1.979477579,12.22970388,15.47772756,12.01517558,25.96774872
g4652,0.264683634,0.076228404,0.294192899,0.517343854,0.443682023,0.269078416
g4653,160.3346042,1292.013537,1619.653472,241.6861025,548.7505788,381.0706121
g4654,271.8042672,128.9322046,449.0058552,68.45955055,110.4279275,115.4166506
g4655,3.666752744,0.057931585,0.199749441,0.292686984,0.153872164,0
g4656,37.23896415,48.53381384,80.17706347,71.32147034,57.42279134,60.1001295
g4657,0.126456298,0.139508716,5.057629127,0.169555102,0.374172634,0
g4658,0.170703391,0,3.889911,1.48266323,0.707375937,0.116564077
g4659,80.11511662,24.13781488,165.3530573,94.8626977,66.90557366,92.00396172
g4660,216.1968901,90.95597719,146.2251733,93.18858506,83.38923292,21.79552119
g4665,14.60063809,36.59984245,28.22886256,16.67625556,17.45464054,4.563285905
g4666,16.15279332,113.2035358,55.6580855,18.16941156,20.75971005,4.772366101
g4667,7.631697172,42.59823293,92.46230673,35.42644536,95.234396,63.33189005
g4668,11.09680271,25.47926944,28.59410908,20.16624554,19.22087283,21.1058893
g4669,1.807742753,3.260637954,6.854509525,6.698159146,5.367886913,4.005949971
g4677,4.268046358,38.02434951,62.87164519,6.845683254,7.750723781,1.685353478
g4678,3.496577794,29.84330635,56.08330581,5.919444532,7.973793866,2.315259467
g4679,7.076918856,20.53565543,30.58471834,18.89198756,22.33632973,21.01492949
g4680,5.427415026,4.997478499,12.37391317,11.22330564,8.635400638,8.301441795
g4681,11.08151804,2.409854746,9.195207984,6.151081624,2.6848195,3.93107537
g4682,16.03437655,73.47631424,281.8155291,90.13399865,80.62707198,100.7130371
g4683,182.5366447,0.780408245,0.69151989,39.35949675,128.8129895,11.11826236
g4684,81.97730083,1.759679823,1.631906192,51.34967294,80.83207012,23.73114808
g4685,309.3755357,0.632932421,0.214033567,1.854576778,0.849933933,3.154348724
g4686,0.714540137,0,0.042203448,0.029254225,0,0
g4687,3.253747098,2.759841887,2.2807571,23.79614717,17.04032237,20.16650631
g4688,41.82685633,10.34733575,11.49612825,20.30498028,16.08747698,33.79034908
g4689,19.66009438,5.715554754,2.547076117,70.36118697,21.00166561,22.04435371
g4690,2.53832837,1.429421305,2.064636601,7.905677826,2.920068023,5.831641224
g4691,8.532165399,4.806561602,8.916360018,16.4799556,8.645572438,16.76714759
g4692,9.733057659,15.93484642,13.32689029,27.31482884,16.77916531,26.36519744
g4693,10.81550096,27.85472393,63.38475265,53.10986568,42.23816877,46.1587884
g4694,3.934094604,8.109459892,7.944751647,11.68925741,6.276961811,8.569903919
g4695,0.722561142,0.80704344,0.919855302,5.253125631,3.529998185,5.250961043
g4696,88.94503776,41.77002225,8.792534573,39.49615734,28.54899458,23.59512994
g4699,30.23033797,0.3397978,0.234740694,0.957201469,0.890816889,1.074617873
g4702,6.40938237,2.268753675,3.034786364,2.634399433,2.83373401,2.141813844
g4703,94.03729941,87.72655053,26.27681209,45.37437204,41.82265425,40.37839788
g4704,0.305928934,0.67160776,0.109403775,1.685417251,1.368195122,1.315191263
g4705,2.792872623,2.218654697,12.69171113,10.99129156,8.920724367,6.739619959
g4706,1.915563904,4.854202402,2.217262298,7.034582973,6.839579686,6.699125433
g4707,2.304749611,8.759786126,34.11013385,7.131187579,6.237222833,7.823209602
g4708,36.12608578,13.7379469,17.11011268,12.93515768,10.72079677,14.02825314
g4709,2.377197794,23.05021325,33.03507717,4.660291558,10.21991486,24.23463367
g4710,0.228336227,2.608267997,23.66309932,11.61099393,6.315334846,5.449900423
g4711,11.0530559,17.23287761,66.03592832,31.27226413,59.16721048,500.9005563
g4712,1.086100737,1.343283641,16.17761849,2.537323884,4.152480304,20.58022067
g4713,11.08429527,0.230958386,1.305267768,2.075397205,6.869666936,2.241517177
g4714,90.78476582,0,0.592663707,1.18654007,1.128800949,1.581298971
g4715,6.858006835,2.66450687,10.79200608,4.563821683,10.5090456,14.1860252
g4716,9.745026431,32.47912972,19.89650243,79.26478235,49.14152669,49.8259523
g4717,114.5447876,123.3686981,94.05810345,290.3411178,149.7037283,212.4891112
g4718,236.6869448,52.76590469,57.8937719,129.1788255,80.52276419,87.43869712
g4719,5856.479701,6155.266622,5509.341202,9822.00532,8852.979498,8322.210404
g4720,1.723771608,0.292217362,0.117849063,0.678297143,0.312614505,0.48873585
g4722,21.4611745,0.25662888,0,0.081579332,0,0.643314888
g4723,5.300554788,75.15509593,7.256439866,0.811983804,2.722978641,0.189802804
g4724,0.90363029,0.344437906,0.094594644,0.167950629,0.176957705,0.315773118
g4725,11.16628249,0.965615511,0.279008641,14.38640725,16.08182669,9.687809553
g4726,7.096794868,1.147588064,1.646083041,17.08274837,13.5816669,9.910613326
g4727,7.792789276,2.074469667,2.62915661,6.537032934,3.968605842,5.82712546
g4728,1.764661284,0.769906671,1.046959806,3.939728904,2.311910211,3.387777214
g4729,46.31563024,13.95499095,35.83954198,49.56249342,55.68128545,62.41215952
g4731,0.6916032,0.170352332,4.29037427,0.540052946,0.699943325,0.866325986
g4732,156.5905271,86.37343098,30.67821144,120.2917114,108.1672479,44.5852299
g4733,1.098259667,3.841406339,6.333446862,9.726307963,6.81019431,5.716243957
g4734,0.338249979,0,0.385781698,0.323048544,0.180423621,1.215625236
g4735,1.401271082,0.683482618,5.766068334,4.561269613,3.422725997,2.771619678
g4736,9.543797633,13.59981646,37.67233106,30.84106119,35.0633239,31.69037048
g4737,3.873782475,31.93167662,54.31395688,25.19193601,20.7650489,33.37059244
g4738,0.273602916,0.012429109,0.122520295,0.933626538,0.92825486,0.932028908
g4740,0,0,0.041851296,0.094606132,0.031471936,0
g4744,12.01817769,48.921787,113.1694752,91.36259064,115.4412518,128.8387463
g4745,22.82640945,2.16681478,10.18762491,6.047097101,4.799680083,15.88148777
g4746,0.736397736,1.212248431,0.686038557,15.16438989,9.036833716,10.93806709
g4747,99.82346583,207.5414478,154.7892605,181.4949172,179.1871999,139.6347455
g4748,63.24567038,114.1338812,129.1442479,216.7922631,235.7085769,164.145125
g4749,221.5214993,43.00554614,129.8004495,51.94866111,65.93663109,97.33777465
g4750,19.42840259,6.561526386,10.89645464,14.21223311,15.14047471,17.12750005
g4751,5.595426997,12.33052622,17.77428488,15.23584261,10.16312242,17.19069329
g4752,0.084243232,8.426672699,173.3013875,14.86810974,6.153260178,2.603556122
g4753,5.849373813,24.635455,3.775047244,10.69048629,117.4602811,79.8710327
g4754,12.25437308,5.95256447,6.41610761,0.322357474,0.79375178,1.431848271
g4755,8.248689115,1.182434431,1.952285108,0.612125659,0.741478442,1.837436904
g4756,5.668895222,1.258299346,3.848000777,8.467568286,3.595874331,4.044848347
g4757,1.54471234,0.250888713,1.916740307,3.880728397,2.23434406,3.570536672
g4758,3.972286037,0.194217652,1.131315495,3.799741799,3.497731447,4.170665521
g4759,13.60983271,0.183506364,1.194567413,3.806408619,4.497409303,4.170832524
g4760,14.25543446,32.30532792,35.55779302,33.05301131,33.22020947,51.62069895
g4761,7.502715672,9.375982557,8.690830629,12.74510718,11.12918855,12.96977104
g4762,54.67370819,2.148582114,33.5381557,36.52073161,29.60876207,84.2898087
g4763,4.476705709,1.225927786,2.015865514,3.955698059,2.425701222,3.948302441
g4764,152.3243486,184.0396653,56.13140125,310.4082599,241.1170199,160.8120464
g4765,48.51781504,68.51657471,11.23781962,24.88367108,28.04661412,14.887452
g4766,387.63094,662.0235054,95.13446977,126.9418411,201.1472399,136.9466857
g4767,21.03125915,1.565946085,1.240119379,1.879204054,1.45189926,3.933706822
g4773,1.291272067,0.537679946,1.324097557,0,0,0
g4774,4.14390968,5.613285682,17.90237681,0,0,0
g4808,0.049328736,0,0.044556513,0.258671927,0.274800662,0.067367832
g4811,1.541511348,0.097472579,0.028978169,0.393608884,0.811511493,0.346178276
g4812,1.284238047,5.055986164,7.28394486,13.75806312,9.675618454,12.59514589
g4813,8.189892372,16.68497924,15.17296971,24.25918267,14.56763294,18.81798928
g4814,19.9826233,85.08223172,56.54938388,268.8828259,162.8129975,157.1457145
g4815,14.75265475,26.89150545,81.06004385,81.72930619,78.7744378,94.10630155
g4816,80.18611458,322.2295004,146.2736117,200.5625008,221.5077253,146.2198861
g4817,7.797487889,15.28962856,11.44712949,77.09397285,42.93404297,61.31758467
g4818,59.69296553,23.19114297,76.3075559,23.74818619,24.70115423,43.37426101
g4819,7.85325131,3.654871167,5.483483111,9.180117342,7.159300232,14.55079855
g4820,1.62154751,1.875571387,2.397038165,5.511460739,3.881986739,4.343473874
g4821,1.514707202,7.645096506,4.378026519,15.58118242,12.86110129,14.84135131
g4822,3.617426232,1.208229842,2.7361522,1.009066155,0.667970202,0.584029415
g4823,2.699974123,0.956331828,4.490176697,0,0,0
g4824,3.731347832,1.540083457,2.84717122,29.62022892,20.43111773,32.99140021
g4825,0.181186963,0,0,0,0,0.126555284
g4829,238.2583054,149.5578459,130.6823622,32.14272193,63.39433946,31.63756027
g4830,12.09970178,4.038593499,2.99105237,9.357669399,6.715999893,8.960261823
g4849,0.073712828,0.075068995,0.068101018,0.336368246,1.031642919,1.006102625
g4850,0.072891307,0.018982964,0,0.381292794,0.643259848,0.40671048
g4851,49.96184345,19.80936391,72.67929237,104.2570543,119.9049364,211.7799563
g4852,7.271754673,3.444791871,4.570857474,9.209370914,6.755965965,12.59428893
g4853,0.685888052,2.261786386,2.493292352,12.00360441,6.252001999,10.01426188
g4854,1.730646364,9.367810545,5.614081191,31.03222059,25.49869975,28.36731563
g4855,1.502628319,0.612842856,0.640367261,1.366249003,1.349276838,1.335795244
g4856,0.024249454,0,0,7.938468918,6.148625865,7.937328508
g4858,0.00704532,0,0,0,0,0
g4860,91.64719579,26.82937303,20.22368401,12.28291711,8.585322808,13.44764788
g4861,2.11190723,1.15086303,0.931201125,1.995565005,1.169338373,0.52188257
g4862,275.0538168,164.9641023,139.9243237,36.84550331,76.00406789,39.97444744
g4863,12.19573372,4.331718181,3.977624595,10.9963898,8.336928497,10.73880608
g4864,0.44328872,0,0,0.053893414,0.028827766,0.278255859
g4865,6.011190128,1.146116137,0.599267928,3.974619432,14.80257911,6.788920368
g4866,9.286696595,8.075901894,43.53905705,20.21241949,35.86648694,4.01494002
g4867,2.680468632,0.498951007,11.92946837,8.096486168,11.00890464,11.9808073
g4868,76.26789937,83.25433121,89.91435698,37.53636595,69.71758172,36.86901249
g4869,16.4875531,12.1645233,15.20315893,20.11442481,20.59602211,29.14404447
g4872,62.90048215,4.7582368,3.812148723,0,0,0.202874883
g4873,66.53743091,3.892187226,4.135441485,0,0,0
g4874,84.84828578,6.063165341,3.790015059,0,0,0
g4875,71.03999899,4.378281326,3.303482635,0,0,0
g4876,39.39753951,3.565261291,2.843800075,0,0,0
g4877,100.5196894,3.848777688,4.660932995,0,0,0.202480472
g4878,27.51259807,1.571270921,1.662686084,0,0,0
g4879,104.0102216,4.916539371,7.60796668,0,0,0
g4880,1.860155621,8.649110911,15.76831836,42.38236794,38.01563251,43.90883447
g4881,3.623739265,0.098476181,0.086828359,1.436225666,0.553944196,2.266962877
g4882,994.3610633,0.421520197,1.662618795,6.885034396,3.031098022,3.302343698
g4883,9.427327766,4.334806268,4.637481149,9.081949011,6.84791943,6.358712971
g4884,28.20963702,18.68504593,40.98402738,20.08996518,17.97944901,19.53892692
g4885,23.46333723,0.745813209,3.188666623,5.576008887,3.802963748,5.241416328
g4886,46.16215439,9.046563396,22.51088261,6.9071253,7.482582262,12.15247359
g4887,2.093149203,4.915064466,14.81758629,9.491283305,7.382503885,10.02262954
g4888,89.83712496,0,5.464668991,0,0,0
g4900,0,0.091757411,0,0.411326401,52.46064116,64.13565476
g4901,0.910186015,0.163580427,0.311584543,0.252836486,0.189546966,0.247691614
g4902,4.549394799,5.881242671,4.665209191,10.87625957,8.721157271,12.28208686
g4903,7.105491847,20.6677571,11.65512921,41.46995411,27.07439374,31.20004712
g4904,11.46156292,46.53857254,16.89265011,38.46928714,26.88585447,25.75215158
g4905,25.15403154,41.25457581,37.21354427,71.3827459,68.14519976,62.45427917
g4916,0.156869838,3.391399379,4.018701932,0.461818831,0.710647475,0.840377928
g4917,27.39830321,7.039858336,9.392764026,24.68662607,19.74338743,58.4577874
g4918,5.451363607,27.70613094,8.675760697,7.370553953,6.638751484,3.466717392
g4919,3.185149475,0,1.749744288,0.336006447,0.024511309,1.844808811
g4920,6.249339789,0.150189929,0.532689392,3.818086047,11.51763295,1.481840328
g4921,1.023649733,0.359569874,2.041415007,26.78180543,25.5875996,5.352594873
g4922,17.20918387,1.131214649,2.661561928,1.430866127,4.913397512,7.422454664
g4923,0.161160965,0,0,3.973972546,3.115819684,4.506194473
g4924,0.495198584,195.8205958,488.903675,148.9750571,436.3965831,6.727030833
g4925,0.161779385,4.577018108,417.1243496,20.75551858,24.58863988,0.227949316
g4926,11.46586608,0.39477998,1.508711224,3.647620933,2.749169945,1.83674837
g4927,43.59805338,0.187140838,2.243861585,1.457863411,0.560263706,0.050191897
g4928,0.543006801,0.082214059,3.747532433,8.684882417,0.473326116,0.703426943
g4929,8.944989892,0.253622616,2.532723271,3.756010211,0.309289034,0.889508877
g4930,4.098905455,0.144928986,0.182042115,0.531280525,0.08084534,0.757135617
g4931,1.468328749,0.241112083,3.618881157,5.940861432,2.87253705,10.94395212
g4932,26.65996705,12.38524123,29.03365279,26.22794703,16.9274924,20.0083532
g4933,57.30082924,19.43327591,11.99984158,36.05648948,36.2544205,24.46156119
g4934,1.682482546,0.829669081,6.126174175,0.465224958,0.599999308,0.662515742
g4935,2.103197358,1.797349403,1.738063253,0.882676201,0.710647101,1.25810001
g4936,1.924834092,1.269244847,3.681232298,0.803678705,0.650574879,0.421850946
g4937,0,0,0.506891053,0,0,0
g4938,26.76802556,6.042029333,4.039496108,0,0.091793147,0.06151993
g4939,379.8309908,223.7201852,76.36655912,0,0,0
g4940,20.28847265,9.362838578,3.624972208,0,0,0
g4941,1.809385475,0.270414766,0.251004343,0,0.010772303,0
g4942,0.01220457,0,0,48.63806285,45.17810663,23.3015976
g4943,0.209770781,0.031553987,0.055957395,0.010363739,0.010759659,0
g4944,0,0,0.017334856,0,0,0
g4945,0.059197608,0,0.01398574,0.009694516,0.042373198,0.061901848
g4946,0.23530664,0.109782614,0.124289491,0,0.020613198,0
g4947,0.044214159,0,0.041478343,0.020068039,0.042106257,0.020746768
g4948,0.090918189,0.047904588,0,0,0,0
g4949,0.560971358,0.033509446,0.05875382,0.021641926,0.064795163,0
g4950,0.114501391,0,0.027364793,0,0,0
g4951,0.075627964,0,0.200316298,0.030769414,0.033254763,0
g4952,0.104905133,0,0.028605678,0.03098808,0.010939415,0
g4953,0.252901398,0.031406539,0.041693833,0.087962039,0.125608811,0.268594947
g4954,0.621275627,0.031665486,0.027920073,0.081359397,0.146566846,0.104344757
g4955,18.64017123,151.6230414,195.5558274,129.820988,123.1202894,98.99821824
g4956,6.375497367,5.638019222,6.435379099,14.73669947,11.40401054,9.090249797
g4957,1.131724307,0.930322948,7.520670501,9.482197923,5.783139225,5.427500343
g4958,1.097567262,2.705093231,17.88597451,9.545862606,6.279667986,6.01730077
g4959,161.3218176,122.8749672,25.5724407,60.38830132,96.85913227,68.19532095
g4960,91.80846131,50.77057633,12.45174942,24.26474949,62.21984527,39.94027404
g4961,103.4387912,54.44546781,17.26357473,14.09404432,30.06187719,19.97013702
g4962,104.4610599,52.52747321,19.38024653,32.1087405,87.57104267,60.49835367
g4966,265.175209,147.0039867,77.62235856,34.04590494,125.4356311,58.9255335
g4967,6.701886041,50.70665793,14.38574342,31.68397384,114.9457173,63.90008839
g4968,17.01061503,91.85347162,42.75626676,33.14048562,140.3834929,117.1169338
g4969,6.807570117,211.6024521,96.24272756,68.7871855,169.65547,68.13897753
g4970,3.644732198,36.66866034,46.99516537,50.56191493,50.1775592,46.8682249
g4971,84.23163448,249.5179567,59.21677896,216.3933967,202.6546637,111.7208671
g4972,36.73425494,193.4736645,447.5731972,255.1803437,195.8057198,257.1847374
g4973,0.527911676,0.709893145,3.745574194,11.74721587,4.931883424,7.268159712
g4974,0.168089202,0.212802089,0.124382237,1.230556178,6.292097361,0.886861155
g4975,4.889080047,20.04859933,4.475747508,3.681368639,14.90597037,3.714923356
g4976,3.792630034,9.911543532,12.73214566,7.301753824,26.60391201,14.1014814
g4977,13.72664801,63.65988806,61.90751973,165.2270846,156.7716165,76.23388232
g4978,6.813529864,4.342790815,2.518565102,11.32440472,6.583694595,85.34536214
g4979,5.701041602,0.161123697,11.43261111,10.44775877,3.723298678,111.4215216
g4980,4.769859418,2.3930012,1.684002943,10.55147949,6.79128454,9.516175934
g4981,18.25505783,8.333472678,6.118592655,16.01615202,9.87281943,13.00677947
g4982,15.42004758,12.2341008,16.90622387,28.32777571,19.75040707,21.75717074
g4983,25.14357271,1.909891371,5.372825243,8.662089078,5.62407775,8.72333252
g4994,0.229494762,0.126591242,1.311944632,1.889742135,2.160895778,2.457926757
g4995,0.081594073,0,0,1.766998573,1.297044924,2.116564275
g5001,0.307927156,0.195590929,0,1.575685262,1.484043748,1.122051757
g5002,30.46338543,0.095467001,0.197216165,21.42502327,26.25861078,24.04733899
g5003,3.953200762,0.059380419,0.08020207,7.827348308,3.934260026,6.559049351
g5004,0.149309845,0.079591224,0,1.420239961,0.216618936,0.639777729
g5005,2.935223059,1.081356341,5.823776388,14.28130976,9.095967621,10.78812554
g5006,1.122252512,0.382052904,2.443206005,11.1250505,7.261765691,3.233909507
g5007,1.489582158,1.860680695,1.260281982,3.997696652,4.384166607,0.395349852
