Term	TERM	ONTOLOGY	gene_count	GO_Label
GO:0031647	regulation of protein stability	BP	1	GO:0031647 – regulation of protein stability (BP)
GO:0031903	microbody membrane	CC	1	GO:0031903 – microbody membrane (CC)
GO:0031968	organelle outer membrane	CC	1	GO:0031968 – organelle outer membrane (CC)
GO:0031985	Golgi cisterna	CC	1	GO:0031985 – Golgi cisterna (CC)
GO:0032270	NA	NA	1	GO:0032270 – NA (NA)
GO:0032365	intracellular lipid transport	BP	1	GO:0032365 – intracellular lipid transport (BP)
GO:0032366	intracellular sterol transport	BP	1	GO:0032366 – intracellular sterol transport (BP)
GO:0032392	DNA geometric change	BP	1	GO:0032392 – DNA geometric change (BP)
GO:0032502	developmental process	BP	1	GO:0032502 – developmental process (BP)
GO:0032508	DNA duplex unwinding	BP	1	GO:0032508 – DNA duplex unwinding (BP)
GO:0032541	cortical endoplasmic reticulum	CC	1	GO:0032541 – cortical endoplasmic reticulum (CC)
GO:0032592	NA	NA	1	GO:0032592 – NA (NA)
GO:0032784	regulation of DNA-templated transcription elongation	BP	1	GO:0032784 – regulation of DNA-templated transcription elongation (BP)
GO:0032786	positive regulation of DNA-templated transcription, elongation	BP	1	GO:0032786 – positive regulation of DNA-templated transcription, elongation (BP)
GO:0032984	protein-containing complex disassembly	BP	1	GO:0032984 – protein-containing complex disassembly (BP)
GO:0033043	regulation of organelle organization	BP	1	GO:0033043 – regulation of organelle organization (BP)
GO:0033157	regulation of intracellular protein transport	BP	1	GO:0033157 – regulation of intracellular protein transport (BP)
GO:0033617	mitochondrial cytochrome c oxidase assembly	BP	1	GO:0033617 – mitochondrial cytochrome c oxidase assembly (BP)
GO:0033683	NA	NA	1	GO:0033683 – NA (NA)
GO:0033692	NA	NA	1	GO:0033692 – NA (NA)
GO:0033743	peptide-methionine (R)-S-oxide reductase activity	MF	1	GO:0033743 – peptide-methionine (R)-S-oxide reductase activity (MF)
GO:0034204	lipid translocation	BP	1	GO:0034204 – lipid translocation (BP)
GO:0034212	peptide N-acetyltransferase activity	MF	1	GO:0034212 – peptide N-acetyltransferase activity (MF)
GO:0034219	carbohydrate transmembrane transport	BP	1	GO:0034219 – carbohydrate transmembrane transport (BP)
GO:0034314	Arp2/3 complex-mediated actin nucleation	BP	1	GO:0034314 – Arp2/3 complex-mediated actin nucleation (BP)
GO:0034553	mitochondrial respiratory chain complex II assembly	BP	1	GO:0034553 – mitochondrial respiratory chain complex II assembly (BP)
GO:0034620	cellular response to unfolded protein	BP	1	GO:0034620 – cellular response to unfolded protein (BP)
GO:0034637	NA	NA	1	GO:0034637 – NA (NA)
GO:0034656	nucleobase-containing small molecule catabolic process	BP	1	GO:0034656 – nucleobase-containing small molecule catabolic process (BP)
GO:0034976	response to endoplasmic reticulum stress	BP	1	GO:0034976 – response to endoplasmic reticulum stress (BP)
GO:0035303	regulation of dephosphorylation	BP	1	GO:0035303 – regulation of dephosphorylation (BP)
GO:0035304	regulation of protein dephosphorylation	BP	1	GO:0035304 – regulation of protein dephosphorylation (BP)
GO:0035371	microtubule plus-end	CC	1	GO:0035371 – microtubule plus-end (CC)
GO:0035721	intraciliary retrograde transport	BP	1	GO:0035721 – intraciliary retrograde transport (BP)
GO:0035825	homologous recombination	BP	1	GO:0035825 – homologous recombination (BP)
GO:0035869	ciliary transition zone	CC	1	GO:0035869 – ciliary transition zone (CC)
GO:0035966	response to topologically incorrect protein	BP	1	GO:0035966 – response to topologically incorrect protein (BP)
GO:0035967	cellular response to topologically incorrect protein	BP	1	GO:0035967 – cellular response to topologically incorrect protein (BP)
GO:0036002	pre-mRNA binding	MF	1	GO:0036002 – pre-mRNA binding (MF)
GO:0036387	pre-replicative complex	CC	1	GO:0036387 – pre-replicative complex (CC)
GO:0036503	ERAD pathway	BP	1	GO:0036503 – ERAD pathway (BP)
GO:0038023	signaling receptor activity	MF	1	GO:0038023 – signaling receptor activity (MF)
GO:0042054	histone methyltransferase activity	MF	1	GO:0042054 – histone methyltransferase activity (MF)
GO:0042274	ribosomal small subunit biogenesis	BP	1	GO:0042274 – ribosomal small subunit biogenesis (BP)
GO:0042325	regulation of phosphorylation	BP	1	GO:0042325 – regulation of phosphorylation (BP)
GO:0042391	regulation of membrane potential	BP	1	GO:0042391 – regulation of membrane potential (BP)
GO:0042555	MCM complex	CC	1	GO:0042555 – MCM complex (CC)
GO:0042626	ATPase-coupled transmembrane transporter activity	MF	1	GO:0042626 – ATPase-coupled transmembrane transporter activity (MF)
GO:0042773	ATP synthesis coupled electron transport	BP	1	GO:0042773 – ATP synthesis coupled electron transport (BP)
GO:0042775	mitochondrial ATP synthesis coupled electron transport	BP	1	GO:0042775 – mitochondrial ATP synthesis coupled electron transport (BP)
GO:0042795	snRNA transcription by RNA polymerase II	BP	1	GO:0042795 – snRNA transcription by RNA polymerase II (BP)
GO:0043021	ribonucleoprotein complex binding	MF	1	GO:0043021 – ribonucleoprotein complex binding (MF)
GO:0043087	regulation of GTPase activity	BP	1	GO:0043087 – regulation of GTPase activity (BP)
GO:0043138	3'-5' DNA helicase activity	MF	1	GO:0043138 – 3'-5' DNA helicase activity (MF)
GO:0043169	cation binding	MF	1	GO:0043169 – cation binding (MF)
GO:0043254	regulation of protein-containing complex assembly	BP	1	GO:0043254 – regulation of protein-containing complex assembly (BP)
GO:0043484	regulation of RNA splicing	BP	1	GO:0043484 – regulation of RNA splicing (BP)
GO:0043486	NA	NA	1	GO:0043486 – NA (NA)
GO:0043539	protein serine/threonine kinase activator activity	MF	1	GO:0043539 – protein serine/threonine kinase activator activity (MF)
GO:0043547	positive regulation of GTPase activity	BP	1	GO:0043547 – positive regulation of GTPase activity (BP)
GO:0043549	regulation of kinase activity	BP	1	GO:0043549 – regulation of kinase activity (BP)
GO:0043565	sequence-specific DNA binding	MF	1	GO:0043565 – sequence-specific DNA binding (MF)
GO:0043574	peroxisomal transport	BP	1	GO:0043574 – peroxisomal transport (BP)
GO:0043666	regulation of phosphoprotein phosphatase activity	BP	1	GO:0043666 – regulation of phosphoprotein phosphatase activity (BP)
GO:0044087	regulation of cellular component biogenesis	BP	1	GO:0044087 – regulation of cellular component biogenesis (BP)
GO:0044262	NA	NA	1	GO:0044262 – NA (NA)
GO:0044264	NA	NA	1	GO:0044264 – NA (NA)
GO:0044390	ubiquitin-like protein conjugating enzyme binding	MF	1	GO:0044390 – ubiquitin-like protein conjugating enzyme binding (MF)
GO:0044743	protein transmembrane import into intracellular organelle	BP	1	GO:0044743 – protein transmembrane import into intracellular organelle (BP)
GO:0044772	mitotic cell cycle phase transition	BP	1	GO:0044772 – mitotic cell cycle phase transition (BP)
GO:0044848	biological phase	BP	1	GO:0044848 – biological phase (BP)
GO:0045047	protein targeting to ER	BP	1	GO:0045047 – protein targeting to ER (BP)
GO:0045132	meiotic chromosome segregation	BP	1	GO:0045132 – meiotic chromosome segregation (BP)
GO:0045143	homologous chromosome segregation	BP	1	GO:0045143 – homologous chromosome segregation (BP)
GO:0045332	phospholipid translocation	BP	1	GO:0045332 – phospholipid translocation (BP)
GO:0045859	regulation of protein kinase activity	BP	1	GO:0045859 – regulation of protein kinase activity (BP)
GO:0045892	negative regulation of DNA-templated transcription	BP	1	GO:0045892 – negative regulation of DNA-templated transcription (BP)
GO:0045934	negative regulation of nucleobase-containing compound metabolic process	BP	1	GO:0045934 – negative regulation of nucleobase-containing compound metabolic process (BP)
GO:0045944	positive regulation of transcription by RNA polymerase II	BP	1	GO:0045944 – positive regulation of transcription by RNA polymerase II (BP)
GO:0046033	AMP metabolic process	BP	1	GO:0046033 – AMP metabolic process (BP)
GO:0046040	IMP metabolic process	BP	1	GO:0046040 – IMP metabolic process (BP)
GO:0046068	cGMP metabolic process	BP	1	GO:0046068 – cGMP metabolic process (BP)
GO:0046165	alcohol biosynthetic process	BP	1	GO:0046165 – alcohol biosynthetic process (BP)
GO:0046416	D-amino acid metabolic process	BP	1	GO:0046416 – D-amino acid metabolic process (BP)
GO:0046434	organophosphate catabolic process	BP	1	GO:0046434 – organophosphate catabolic process (BP)
GO:0046467	membrane lipid biosynthetic process	BP	1	GO:0046467 – membrane lipid biosynthetic process (BP)
GO:0046527	glucosyltransferase activity	MF	1	GO:0046527 – glucosyltransferase activity (MF)
GO:0046785	microtubule polymerization	BP	1	GO:0046785 – microtubule polymerization (BP)
