"gene","Compartment","log2FoldChange"
"g6685","A",2.96468494912058
"g3050","A",-1.76208613430452
"g27043","A",-1.71980089637488
"g24226","A",-2.33534635162558
"g2249","A",2.86038554474524
"g343","A",-3.24762712424098
"g28878","A",-2.24020424070024
"g3578","A",2.87364117427287
"g23082","A",4.29397767635554
"g16591","A",-1.62709891575236
"g2049","A",-1.81242325582075
"g13390","A",2.44987625534978
"g8346","A",-2.0423984578088
"g12605","A",-4.04552773796878
"g1686","A",2.94090572602509
"g11099","A",2.03661820435726
"g386","A",-2.357283120946
"g16871","A",-2.32247270246734
"g11386","A",2.06303796873079
"g4957","A",2.7426624539207
"g7128","A",1.81992748590294
"g16884","A",3.43211372446883
"g12866","A",-1.79522506166066
"g1029","A",-2.90515049200166
"g24344","A",-1.90369720129405
"g8920","A",2.09442119393845
"g14258","A",1.79384386436528
"g17839","A",-2.16900566561052
"g5893","A",-2.006068241297
"g13515","A",-2.12185285192046
"g29713","A",2.96460086210158
"g14734","A",6.64884931662276
"g21100","A",2.18258168457355
"g17267","A",-1.76788519323912
"g23952","A",-1.85911588271399
"g24967","A",2.56910872378492
"g27392","A",-1.81259799502466
"g4918","A",-1.97067636414228
"g16502","A",-1.91896647871708
"g21090","A",-2.25785821930681
"g20650","A",2.35736437375098
"g6378","A",3.18785695895745
"g21079","A",3.73330237841192
"g1167","A",2.30837990611294
"g730","A",2.36361131203001
"g17249","A",2.10994700042205
"g10544","A",2.39222792463759
"g10556","A",2.65845921360953
"g13208","A",-3.22660054004541
"g20178","A",4.4016355011251
"g7398","A",5.02438332480113
"g10961","A",-2.68868557317179
"g23313","A",-1.65260287346174
"g18390","A",1.82682061359001
"g691","A",-2.88139892300955
"g3935","A",-2.32786239591245
"g19958","A",-1.95328243520651
"g20910","A",2.03101040817643
"g17901","A",-1.58685296361807
"g17168","A",2.34473116258978
"g283","A",-2.72642856804921
"g13554","A",3.96781094233019
"g10231","A",1.97346087169233
"g402","A",-2.91535669140356
"g18728","A",3.85957415889928
"g14830","A",3.74715579268417
"g4757","A",2.6693859152998
"g8380","A",3.00661279106615
"g14527","A",1.69117214252591
"g1959","A",-1.84560533768759
"g254","A",2.75823384061152
"g14929","A",4.74419040830512
"g9980","A",1.73115351986559
"g9457","A",4.57522513411243
"g10901","A",-1.88359760403769
"g3304","A",3.22803348211182
"g9278","A",2.09912805527715
"g22707","A",3.10719669117625
"g832","A",3.17291794971625
"g14261","A",-1.77539226322264
"g4887","A",1.30890435807396
"g14291","A",-2.72106249008215
"g23962","A",-1.58574058255372
"g14517","A",2.77506491460499
"g21008","A",-2.08909145972769
"g5878","A",-1.45542265192749
"g3330","A",-1.74791800630052
"g27346","A",-1.84618887667728
"g1942","A",-1.83570715458979
"g14371","A",-1.7262521985678
"g14842","A",-2.37859060435504
"g10298","A",-1.63582802299513
"g19924","A",5.29097838780802
"g17212","A",2.97461317199607
"g2510","A",-2.43638972514764
"g203","A",-1.69296294888892
"g4244","A",2.03756641208097
"g14666","A",6.14955713631716
"g11038","A",-2.02913621661354
"g6073","A",1.9773160571946
"g7747","A",1.86553965530429
"g7069","A",-2.04515561995012
"g11450","A",2.18590983403426
"g1346","A",-1.84900060644915
"g4270","A",1.56127476225858
"g7678","A",3.26963795132701
"g24081","A",-1.69620612036285
"g2021","A",-2.44942002523859
"g16699","A",-2.88106452474472
"g28877","A",-1.3487156431331
"g21295","A",-1.6123830981539
"g3343","A",-1.47454638066878
"g18680","A",-1.52366134437787
"g12069","A",-1.88050886608594
"g8000","A",1.3051807040422
"g10266","A",3.07536666057311
"g6299","A",2.65309981371363
"g19705","A",1.63663280013753
"g1649","A",3.61820579662109
"g2151","A",-1.8399811040262
"g10062","A",-2.00489033281977
"g725","A",-2.17709882959745
"g28811","A",-1.4434914381593
"g16366","A",2.64922567866778
"g9070","A",-1.92707922781863
"g22806","A",5.26466842988755
"g10898","A",-4.65384709172211
"g24169","A",-1.88005175326031
"g14344","A",-2.83742240486891
"g19923","A",3.79824406165885
"g3898","A",1.91059143044795
"g3948","A",3.17242760581659
"g23879","A",2.02872814770738
"g15839","A",2.33893514459082
"g12226","A",-1.75131535909108
"g8854","A",1.61711487668923
"g21448","A",2.49157132939252
"g4712","A",3.30960634034838
"g21322","A",1.60818147987058
"g23838","A",-2.56739224853151
"g16127","A",1.73961387756259
"g2862","A",4.67089952476073
"g21117","A",2.66037815824794
"g24334","A",2.29468286169309
"g723","A",1.72881709291345
"g4066","A",-3.42697404855073
"g21031","A",-1.69519820753439
"g20911","A",2.82499846587672
"g10233","A",2.22185710983527
"g24284","A",2.23847577791536
"g14713","A",-2.02556672461598
"g29609","A",-2.02748468816161
"g11221","A",-2.45090483610177
"g29751","A",-1.87499055008359
"g29583","A",-2.4363469169377
"g8989","A",-1.46764880884199
"g8877","A",-1.7647183412319
"g13387","A",-4.05350574723544
"g10252","A",-1.68573599887178
"g2254","A",-1.82590694119598
"g24381","A",-1.34742434548306
"g29685","A",-2.48050861687329
"g5634","A",-1.61967582494147
"g10867","A",-1.32266841476804
"g6463","A",-2.05972592908558
"g10047","A",2.74366844490513
"g27002","A",2.92892669454455
"g17425","A",-1.58815453023277
"g26124","A",1.99719652129417
"g2443","A",-1.69392244331183
"g2006","A",2.73116378596839
"g523","A",-2.30695871516697
"g4272","A",4.31895699953431
"g16137","A",-2.18925415606406
"g12553","A",-1.7506617057412
"g532","A",2.06995728600787
"g12814","A",4.304321391396
"g20324","A",-1.76064531465647
"g966","A",1.84080381613599
"g24353","A",-1.78549923019847
"g5151","A",-3.8312072758155
"g22271","A",2.22706340209309
"g9275","A",1.81258992065673
"g1387","A",4.05541215348428
"g7178","A",3.63062677523573
"g8851","A",-1.73718758690954
"g874","A",5.11600049825859
"g12149","A",2.46047958724513
"g3949","A",1.87704412254794
"g28948","A",-3.68925980921689
"g14898","A",-1.37038165612631
"g14710","A",-2.55251137795117
"g12602","A",2.48756267508662
"g1399","A",2.87109761798227
"g28292","A",2.67825551261068
"g11530","A",1.48713389412796
"g28812","A",2.53557804402258
"g17876","A",3.0934905756929
"g28211","A",4.97698329057082
"g29715","A",-2.04167757860873
"g22574","A",2.16819192974753
"g29582","A",-1.83833502601299
"g138","A",-2.11534291698962
"g1689","A",-2.39119960968489
"g11452","A",-1.7363613245045
"g17441","A",2.41733776962875
"g16260","A",-1.93438962638113
"g28894","A",2.81186692883395
"g20360","A",1.9969501193909
"g11205","A",2.83228775347737
"g15910","A",-1.58922225222839
"g4359","A",-1.72399243365705
"g7994","A",1.86515795268612
"g5139","A",-3.95648855641222
"g7444","A",-1.68398292671266
"g21563","A",-1.68249855914067
"g1026","A",-1.58548497024761
"g1133","A",1.5616904131787
"g3249","A",-1.99566081125769
"g27326","A",2.39005361430597
"g14373","A",2.05432332758338
"g26879","A",2.29711146433228
"g26181","A",1.4582848576652
"g16612","A",-2.24937323468995
"g6588","A",5.25630654977276
"g5714","A",3.3353485755205
"g12784","A",-1.70150505833258
"g6287","A",-1.4222517290843
"g441","A",2.14721260329257
"g1705","A",-2.06622132958766
"g1870","A",-1.76220452732739
"g20951","A",1.92020809162893
"g20385","A",-1.70696768276926
"g22183","A",-1.49868866521226
"g25238","A",-1.92765418253563
"g24930","A",1.45627948856829
"g22529","A",1.72630804829424
"g6786","A",3.11729651129965
"g1851","A",3.82141405670837
"g24965","A",1.63194705159628
"g23163","A",-2.26451946592555
"g804","A",2.33464537069296
"g3016","A",2.34370095509555
"g9059","A",-1.76014143016575
"g14205","A",-1.75835732793791
"g10265","A",2.8677400574846
"g11281","A",4.28156343767536
"g16421","A",2.77797705333327
"g1909","A",-1.48277953767403
"g21961","A",-1.84741549918032
"g22463","A",-2.32328997920986
"g16722","A",-1.65995601780587
"g24286","A",1.72388639025612
"g18635","A",2.69591750718073
"g3909","A",6.44143746187024
"g720","A",2.68996763521302
"g10465","A",-3.16830777120845
"g22385","A",-2.12870366849157
"g1964","A",1.45348767239936
"g2595","A",3.99979898711833
"g2163","A",2.62488253797992
"g21944","A",1.57293998594757
"g4732","A",-1.79111712830493
"g6894","A",2.57013482351102
"g20137","A",3.48976676157865
"g9067","A",-2.24474966238933
"g11204","A",1.29350176973276
"g686","A",3.64916739273288
"g261","A",-2.13949386116795
"g2251","A",4.30099378765867
"g1072","A",-1.33251037517394
