,TPM_trimed_0h,TPM_trimed_16h,TPM_trimed_48h,TPM_control_96h,TPM_Early,TPM_Late
g9288,-1.013301438,-0.765031737,1.802246622,0.103208248,-0.309652138,0.182530443
g9289,0.849416964,1.146553843,-1.381349255,0.552226074,-0.3962621,-0.770585526
g9290,-1.29943831,-0.743654171,-0.478952396,1.361148026,0.545245759,0.615651092
g9291,-1.844394032,0.591303029,-0.400892384,0.891589464,0.347265711,0.415128213
g9292,0.234782161,1.304308793,0.999657765,-0.890707822,-0.608427733,-1.039613165
g9293,-1.481905997,-0.511662667,0.158832573,1.575605148,0.149840357,0.109290586
g9294,-0.56275091,-0.693247138,-0.591169873,-0.104830878,-0.008149682,1.960148482
g9295,-0.738966562,-0.733001985,-0.699285964,-0.352212707,1.017153914,1.506313305
g9296,-0.919786935,-0.470459401,1.943588898,-0.140054756,-0.364921195,-0.04836661
g9297,1.381141561,-0.769659238,-1.259147533,0.900973468,0.061474029,-0.314782287
g9298,-1.504077425,-0.869858733,0.225281254,0.572637406,0.363440695,1.212576803
g9299,-0.988865672,-1.244713849,0.313381815,0.562404941,-0.074935178,1.432727942
g9300,-0.836942885,-0.821515846,-0.730170246,0.492280341,0.22323269,1.673115945
g9301,-0.036108882,0.836364022,1.557379878,-0.67869206,-0.796392205,-0.882550753
g9302,-1.114224552,-1.217845762,0.868938823,0.99913874,0.687176457,-0.223183705
g9303,-1.077259993,-0.800772321,-0.600610285,0.994886507,0.130741134,1.353014958
g9304,-0.440873001,-0.987703618,-0.934579677,1.615417506,0.190153557,0.557585233
g9305,1.613935438,0.271385567,0.561265911,-0.865976052,-0.851391355,-0.729219509
g9306,2.000751312,-0.500922419,-0.172200349,-0.595964581,-0.582139745,-0.149524219
g9308,-0.617713648,-0.848373612,-0.663892318,1.844715716,0.058147472,0.22711639
g9309,-0.666176044,-0.771012053,-0.805573522,1.565746712,-0.223659708,0.900674616
g9310,-0.54149842,-0.82736531,-0.82736531,1.076990713,-0.321135212,1.440373539
g9311,-0.558622645,-0.925993356,-0.958684313,1.134458072,0.034795303,1.274046939
g9312,-0.358363649,-1.045561418,-1.045561418,1.205897279,0.143394754,1.100194452
g9313,0.033566697,-1.126521386,-1.019226665,1.593463908,0.352468146,0.1662493
g9314,-1.245681768,-0.15272391,-0.439243137,1.796942074,0.053432612,-0.012725871
g9315,0.9866427,-0.773781429,-1.535956596,0.986195905,0.028266177,0.308633242
g9316,1.431604429,-0.581103455,-1.327776805,0.831325773,0.042130305,-0.396180246
g9317,-0.799047594,-0.866992819,-0.910023622,1.353159052,0.292928015,0.929976967
g9318,1.06424273,-1.185338586,-0.996530914,0.940740389,-0.444777734,0.621664115
g9319,0.971907636,-0.729532343,-1.017692528,1.313730511,-0.824475827,0.286062552
g9320,0.145003783,-0.910808362,-0.910808362,1.488179626,-0.64314282,0.831576136
g9321,-0.519349649,-0.867961994,-0.871683422,1.309216672,-0.250368736,1.20014713
g9322,-0.595349599,-0.910354198,-0.910354198,1.488943909,0.0504317,0.876682385
g9324,-1.130916535,-1.108767907,1.320071384,0.830450314,0.211090137,-0.121927393
g9325,-0.781659915,-0.882579457,-0.723541078,1.574453267,0.034577617,0.778749565
g9331,0.28964162,0.322959915,-1.775319956,1.28245143,0.004141358,-0.123874367
g9332,-0.81880926,-0.87034715,-0.843247684,1.537935769,0.472228915,0.52223941
g9344,0.534869572,-0.319558994,-0.768821247,1.791507394,-0.469175476,-0.768821247
g9345,1.196896112,0.202650029,-0.85293477,1.159258168,-0.85293477,-0.85293477
g9346,0.136112788,-0.836034771,-1.367853782,1.499996763,0.271271719,0.296507282
g9347,2.000198455,-0.678353959,-0.53181183,-0.190787076,-0.441522189,-0.157723401
g9348,-1.11474843,-1.080153326,0.215314006,1.121479982,-0.248571672,1.10667944
g9349,-0.40824829,2.041241452,-0.40824829,-0.40824829,-0.40824829,-0.40824829
g9350,-0.40824829,2.041241452,-0.40824829,-0.40824829,-0.40824829,-0.40824829
g9355,1.69608529,-0.645205026,0.176030714,0.475606549,-0.834921758,-0.867595769
g9356,1.638226046,-1.288117603,0.101048749,-0.084534115,-0.718290677,0.351667599
g9357,1.549422362,-1.139663628,0.651711559,-0.664083537,-0.62045406,0.223067303
g9358,-0.826442842,-0.873752732,-0.860539586,1.105153416,0.21189513,1.243686614
g9359,-0.848373377,-0.8569525,-0.850775723,1.193261896,0.196891363,1.165948341
g9360,1.564849022,-1.149928304,-0.938639892,0.492692663,-0.213222625,0.244249135
g9361,-0.434622057,-1.589090008,0.054765831,0.567465883,0.001166662,1.400313689
g9362,1.214385497,-1.226740761,0.104573978,1.070295662,-0.88800351,-0.274510867
g9363,-0.189502062,1.654832502,-0.625435078,0.739905499,-0.650072331,-0.92972853
g9364,0.641953721,-1.289041618,-1.129332578,0.97070777,-0.035330252,0.841042957
g9365,-0.476136023,-0.989683247,-0.993887142,1.29866898,0.108573367,1.052464066
g9367,-1.282957054,1.169422576,1.240549367,-0.419998412,-0.250613905,-0.456402572
g9373,-0.40824829,-0.40824829,2.041241452,-0.40824829,-0.40824829,-0.40824829
g9374,-1.057284828,-0.782644718,-0.821886436,0.664065894,1.279617369,0.718132719
g9375,1.306539838,0.098001888,1.081904266,-0.921935219,-0.642575554,-0.921935219
g9376,1.964985074,0.024102545,-0.534608029,-0.59969258,-0.679866645,-0.174920366
g9377,0.956247942,-1.126369512,-0.602881752,0.990356759,-0.959848681,0.742495244
g9378,-0.380684126,-1.128757015,-0.986048325,1.353833958,0.321688372,0.819967136
g9379,1.998589914,-0.644884856,-0.090891406,-0.475217503,-0.544654145,-0.242942005
g9380,0.140994251,-0.691732056,1.6019169,-0.812345618,-0.909057008,0.670223531
g9381,-0.540335377,-1.043840567,-0.879185955,1.308415183,0.094479901,1.060466814
g9382,1.325253029,-0.491326628,0.386401701,0.404185643,-1.639936699,0.015422954
g9383,-0.615998956,-0.928423452,-0.472481511,0.50049395,-0.27501634,1.791426309
g9384,0.496673044,-1.306440978,-0.639022028,0.405787711,-0.460738201,1.503740453
g9385,-0.459196212,-0.979756975,-0.836509589,0.148009407,0.413907048,1.713546319
g9386,1.695819771,0.607447339,-0.909808138,-0.041899002,-0.754327694,-0.597232276
g9387,1.276225121,0.030372902,-1.728118843,0.598439592,-0.159705862,-0.017212911
g9388,-1.10853736,-0.602585744,-0.829860631,1.209690515,0.235620614,1.095672606
g9396,0.75420621,-1.296634632,-0.812140232,1.337539818,-0.379546217,0.396575053
g9397,0.100212408,1.93014601,-0.417415149,-0.251015575,-0.457551555,-0.90437614
g9400,-0.505601629,-1.025808988,-1.090977341,1.239579786,0.623528886,0.759279286
g9401,-1.065552945,1.349119163,1.1570746,-0.506095158,-0.387170789,-0.54737487
g9406,2.041241452,-0.40824829,-0.40824829,-0.40824829,-0.40824829,-0.40824829
g9408,-0.796839887,-0.581192416,-0.932339768,0.401364022,0.188098393,1.720909656
g9409,1.859247,-1.025803996,-0.36944169,-0.007161586,-0.581999443,0.125159716
g9410,-0.233463756,-1.268551471,-1.023726176,1.167474522,0.641614529,0.716652352
g9411,2.000441636,-0.629809458,-0.042659084,-0.429849524,-0.525448704,-0.372674866
g9412,-1.204699364,-1.152962444,0.072222056,1.3233634,0.487156887,0.474919465
g9413,-0.921809227,-1.162105948,-0.485287685,1.327359841,0.495817173,0.746025845
g9414,-0.065636425,-0.83066332,-0.274748669,0.007365607,-0.75102588,1.914708686
g9415,-0.124192236,-1.261590728,-0.619191886,0.883224945,-0.333641342,1.455391248
g9416,0.265595991,-1.277151796,-0.130994558,0.214881573,-0.720379207,1.648047995
g9417,-0.703624039,-0.915533657,-0.78039093,0.269685516,0.466261104,1.663602007
g9418,1.349469288,0.142336031,-1.333800956,0.896847273,-0.624783626,-0.43006801
g9419,0.037200002,1.131796744,-1.056342756,1.168088369,-1.097104876,-0.183637482
g9420,-0.013315843,-0.182214685,-1.506127515,1.488225859,-0.373183663,0.586615847
g9430,0.753537337,-0.179390767,-0.313899367,-1.270078916,-0.538752463,1.548584177
g9431,-0.182853889,-1.361486048,-0.761043108,0.667867399,0.207628552,1.429887095
g9432,2.026704413,-0.556146832,-0.430866625,-0.24804741,-0.50223278,-0.289410766
g9433,1.388137877,-1.697738454,0.372308356,0.130113858,-0.005240216,-0.18758142
g9434,-1.714378925,-0.076324737,-0.508303489,0.864559795,0.818277501,0.616169855
g9435,-0.490417957,1.995739235,0.0205201,-0.504901725,-0.512639765,-0.508299888
g9436,1.982082111,-0.178791465,-0.043276004,-0.640350644,-0.577701283,-0.541962716
g9437,-0.529956163,1.807038117,0.562349312,-0.637244969,-0.667485405,-0.534700892
g9438,-0.897507678,-0.807868388,-0.897507678,1.431387276,0.560877744,0.610618724
g9452,1.454417721,-1.013077223,-0.310727138,-0.477229697,-0.685170908,1.031787245
g9453,1.322573524,-0.762650992,-0.64202816,-0.53929449,-0.630855828,1.252255947
g9454,1.485382129,-0.814589326,-0.780076789,-0.405530313,-0.525086508,1.039900807
g9455,2.03686768,-0.500017264,-0.408145919,-0.357785712,-0.454020299,-0.316898486
g9456,-1.201955833,-0.366264508,0.672596061,1.208735585,0.697465999,-1.010577305
g9457,1.910707986,-0.804205554,0.186566049,-0.413490794,-0.674137343,-0.205440342
g9458,-0.719876493,-0.720032154,-0.533542218,0.256113342,-0.175363662,1.892701185
g9459,-0.449079684,-0.620119379,1.969199497,-0.458612073,-0.558552033,0.117163671
g9460,0.076890296,-0.556435623,1.982340113,-0.471671803,-0.496675436,-0.534447546
g9461,1.023808891,1.148234802,0.500212193,-0.880701834,-0.932459971,-0.859094081
g9462,-0.561957412,1.894148407,-0.021822281,0.138248789,-0.606898343,-0.841719159
g9463,1.522873839,-1.062452772,-0.843935948,0.680649249,-0.55623965,0.259105281
g9464,-0.055175314,-0.292766348,-1.399956892,1.445633524,-0.487548114,0.789813144
g9465,-1.431222019,0.473000934,-0.866310142,0.179278022,1.366598441,0.278654766
g9466,1.770488473,0.47908181,-0.067676765,-0.620969781,-0.897564635,-0.663359102
g9467,0.458611256,-1.622955537,-0.480497955,1.023751482,-0.274206193,0.895296948
g9475,1.748600654,-0.67040533,0.595898693,-0.655049324,-0.817370958,-0.201673734
g9476,1.401216962,-1.196276494,-0.924287494,0.608113573,-0.377521615,0.488755068
g9477,-0.438248641,-1.25633689,-0.943937061,0.988120922,0.814183165,0.836218506
g9478,-1.079977652,-0.73303722,-0.828022186,1.244243562,0.906994313,0.489799182
g9479,-1.074090337,0.636678873,-1.067977017,1.145085563,0.859954743,-0.499651824
g9480,1.961247063,-0.717966001,-0.199226906,-0.440288887,0.031451181,-0.63521645
g9481,-1.977496682,0.637104881,0.072871925,0.597110838,0.114945087,0.55546395
g9482,-0.799042575,0.026534169,1.896985834,-0.578318956,-0.646358149,0.100199676
g9483,-0.709528959,0.081750208,1.95008983,-0.483816119,-0.6444366,-0.19405836
g9484,0.357612953,-0.82969339,0.382907236,-1.027468709,-0.527489199,1.644131108
g9485,1.01192672,0.210132001,0.879378966,-1.230656564,0.359875441,-1.230656564
g9486,-0.741051639,-0.741051639,0.012139922,1.779334765,0.43168023,-0.741051639
g9498,1.350596767,-1.32053219,-0.555577049,-0.136597354,-0.334363641,0.996473466
g9499,0.346283627,-0.808066784,-0.737085034,-0.239657597,-0.419092805,1.857618592
g9500,1.975208746,-0.652018232,-0.581897244,-0.299781336,-0.492309818,0.050797884
g9501,-0.995746529,-0.473380763,0.048545662,1.720794142,0.472728621,-0.772941133
g9502,-0.96706156,1.239941736,-0.484508927,1.219796115,-0.11906144,-0.889105923
g9503,-0.245605985,-1.2855283,-0.800786035,1.140662618,0.032078608,1.159179093
g9504,-0.525863994,-0.873779948,-0.975564473,1.592416644,0.103231543,0.679560228
g9505,-1.252147698,-0.360182381,-0.901076157,0.684121016,1.332549766,0.496735454
g9506,0.675896503,-1.034867317,-1.117686578,1.236837848,-0.456486662,0.696306205
g9507,-1.099479629,-0.993066791,-0.092849335,1.121849316,-0.165446435,1.228992874
g9508,-0.67617097,-0.894041756,-0.864568456,0.935736729,0.043535973,1.45550848
g9512,-0.40824829,-0.40824829,2.041241452,-0.40824829,-0.40824829,-0.40824829
g9519,0.38843621,1.577569872,-1.239913704,0.310527818,-0.210668768,-0.825951428
g9520,1.050265688,-0.707961752,-0.850624105,1.469143588,-0.318861302,-0.641962117
g9521,0.980106744,1.504212825,-0.746507298,-0.241252716,-0.604381758,-0.892177797
g9522,-0.811193014,-1.469132946,-0.205338802,0.849639426,1.019598446,0.616426889
g9524,1.016673088,-0.737483836,1.517908304,-0.724994009,-0.63125808,-0.440845468
g9525,0.450508997,-0.929172181,-0.788035416,-0.346247049,-0.166151725,1.779097375
g9526,-1.214323403,-0.558787899,-0.57139406,0.646486944,0.132383455,1.565634963
g9527,-1.352702846,-1.005731313,0.277754026,1.341843157,0.305900225,0.432936751
g9528,-1.301419811,-0.863219494,1.447262105,0.674438155,-0.052022906,0.09496195
g9529,-0.56409122,-0.90303927,-0.730752947,1.647725737,-0.207613833,0.757771533
g9530,-0.186984019,-0.406839578,1.794999459,-0.479351475,-1.098205357,0.37638097
g9531,1.035620737,-0.286020593,-1.477261897,1.207432965,-0.027289009,-0.452482202
g9532,1.468832688,-1.204656805,-0.446080665,0.926574699,-0.540467707,-0.204202209
g9533,-1.149885452,-1.206472542,0.938806,1.129065425,0.254764237,0.033722331
g9534,-0.43192059,-0.418402379,-1.320433386,0.284282569,0.223990248,1.662483539
g9535,1.978292906,-0.696022714,0.0196804,-0.561525629,-0.447983443,-0.29244152
g9536,-0.762172596,-1.085818183,0.345690089,-3.79E-05,-0.246848656,1.749187214
g9537,1.963753261,-0.339414799,-0.896395534,-0.188690996,-0.417857464,-0.121394468
g9538,1.972857219,-0.559450379,-0.559705752,-0.473458727,-0.494361089,0.114118728
g9539,-0.479494752,-0.786471575,-0.786471575,0.853016559,-0.421579365,1.621000708
g9540,1.274101915,-1.116567645,1.189948533,-0.279752226,-0.715080481,-0.352650096
g9541,-0.526605348,-0.186399954,2.026315848,-0.434908904,-0.379848189,-0.498553452
g9542,-1.078615939,-1.010333023,1.343275403,0.984933721,-0.199344834,-0.039915328
g9543,-1.071792829,-1.069189892,-0.416776428,1.169247359,0.375454518,1.013057271
g9544,-1.186818748,-0.577977935,-0.695740088,1.488528823,0.279569098,0.69243885
g9545,0.336083049,-1.114399526,1.697017186,0.25026557,-0.683024028,-0.485942252
g9546,-0.825856064,-1.058829458,-0.33512178,1.70781296,0.391719543,0.120274798
g9547,2.032919362,-0.441692231,-0.452866073,-0.308601838,-0.53229742,-0.297461801
g9548,1.151106207,0.185568877,1.092845012,-0.5230313,-1.374728066,-0.53176073
g9549,-1.664539169,-0.51469008,0.995123383,0.724362905,-0.184706327,0.644449289
g9550,1.713310902,-1.140695681,-0.593142389,-0.335341005,-0.165421819,0.521289992
g9551,-1.633313018,-0.142468537,0.144426699,0.340565327,-0.173775145,1.464564674
g9552,0.082098455,-1.384391744,-0.693620339,1.024190905,-0.247119073,1.218841796
g9553,-1.218925014,0.56190201,0.993774353,1.090024695,-0.663881942,-0.762894101
g9554,-0.571398022,-1.038414908,-0.815465413,0.612375209,0.231209884,1.581693249
g9555,-1.002173999,-1.110933496,-0.243791995,1.480036445,0.69051011,0.186352935
g9556,-0.67456283,-1.201781502,-0.159787974,0.0516793,0.249442416,1.73501059
g9557,-0.984956531,1.932864573,-0.317706451,-0.280895119,-0.011791008,-0.337515463
g9558,-1.617316642,0.137329917,-0.580628631,1.214192818,0.110307124,0.736115415
g9559,-1.236149379,-0.468331139,-0.760256517,1.379885868,0.240701664,0.844149503
g9560,-0.435595916,-1.359812618,-0.517577715,1.463438167,0.115935969,0.733612113
g9561,-0.587509733,-1.499188159,0.044265676,1.498985328,0.344810557,0.198636332
g9562,1.860647616,-0.659148947,-0.735630844,-0.208953954,-0.621253167,0.364339298
g9563,0.867112326,-1.083374362,-1.08123714,0.866396455,-0.513068862,0.944171583
g9564,1.892922963,0.222533545,-0.550093273,-0.134196304,-0.609303585,-0.821863347
g9565,0.662931521,-1.285771116,-0.325131422,1.603216105,-0.418806567,-0.23643852
g9566,1.791872494,-0.169116705,-0.490626581,0.435213429,-1.009708775,-0.557633863
g9567,-0.21263008,1.386602927,-1.583995416,-0.280021022,0.023628388,0.666415203
g9568,-0.72590403,-1.361841836,1.145962789,0.134598656,-0.289707614,1.096892036
g9569,1.271891571,-0.377343094,-0.51109825,-0.175730632,-1.313452215,1.105732619
g9570,2.031069738,-0.548267484,-0.500563459,-0.34417533,-0.347099141,-0.290964323
g9574,1.673112341,0.661783499,-0.970313409,-0.346144846,-0.811547894,-0.206889691
g9575,1.924722902,-0.773175055,-0.742584373,-0.123216219,-0.355244235,0.069496979
g9576,2.036405325,-0.446279227,-0.280820042,-0.4791154,-0.43593371,-0.394256946
g9577,-0.428871563,-0.276953255,2.036088063,-0.491692292,-0.432505599,-0.406065354
g9578,-0.68272216,-0.945668206,-0.938026896,1.401318645,0.340385832,0.824712786
g9579,-0.63600964,-0.63600964,1.542112652,-0.63600964,1.001925907,-0.63600964
g9584,1.839346444,-0.721669589,-0.721669589,0.136795632,0.188866692,-0.721669589
g9587,0.843850613,-0.843225068,-0.843225068,0.237177898,1.448646693,-0.843225068
g9594,2.040256072,-0.427741119,-0.429982388,-0.435099,-0.352881315,-0.39455225
g9595,0.215705413,1.574522215,0.661576666,-0.669200883,-0.891301706,-0.891301706
g9596,-0.705114233,-0.705114233,-0.244047232,1.918009319,-0.472844319,0.209110699
g9597,-0.732239767,-1.114984879,1.644338049,0.644898658,-0.180978451,-0.26103361
g9598,-0.482372622,0.617399993,1.740101286,-0.417823299,-0.481938618,-0.97536674
g9599,0.177590633,0.724457135,-1.13159914,1.468689433,-0.274368658,-0.964769403
g9600,-0.591696508,0.650424385,1.760193166,-0.477515535,-0.649991371,-0.691414137
g9601,0.052255732,1.832839267,-0.529870882,0.084908913,-0.32446235,-1.11567068
g9602,-0.015997808,1.997492284,-0.457248708,-0.44264455,-0.441232866,-0.640368352
g9603,0.888359098,-1.316839407,-1.207337854,0.829124836,0.459303514,0.347389814
g9607,2.041241452,-0.40824829,-0.40824829,-0.40824829,-0.40824829,-0.40824829
g9613,0.320081075,-0.321688806,-1.637429168,1.43744648,-0.013918361,0.21550878
g9614,1.9975628,-0.493549013,-0.693852392,-0.138244299,-0.477155775,-0.194761322
g9615,1.353383504,-1.323744367,-0.179544497,0.897999077,0.011694809,-0.759788526
g9616,1.349407204,0.529123349,0.730944779,-0.697291393,-0.797332065,-1.114851874
g9617,-0.438588848,0.477413609,-1.778129945,0.932002673,0.73792084,0.069381672
g9618,-0.555610552,1.186798412,-1.171297478,0.83216416,0.620694173,-0.912748715
g9619,1.014348472,-1.189819235,1.323820819,-0.433838894,-0.781193381,0.066682218
g9620,-0.947779783,0.929273726,1.562395361,-0.549572494,-0.516154131,-0.47816268
g9621,-1.537478502,-0.598014279,0.422460836,1.286999585,0.633103019,-0.20707066
g9622,-1.129616168,-0.590568441,-0.463777058,1.678773358,-0.074682081,0.579870391
g9623,-1.702823754,-0.167340075,0.04316513,1.212082513,-0.146590558,0.761506745
g9624,-0.529052277,-0.106265557,-1.34945571,1.54078879,0.677617925,-0.23363317
g9625,-0.65683957,-1.105283285,-0.646948927,1.309910206,-0.001973784,1.10113536
g9626,0.881133836,-1.550644852,1.236417062,-0.375148785,-0.352056811,0.16029955
g9627,-0.929874354,-1.148646631,1.350182151,0.970598503,-0.224923941,-0.017335729
g9628,2.00988498,-0.614678239,-0.161955134,-0.327922989,-0.5922353,-0.313093318
g9629,1.803135753,-0.573311268,-0.877461904,0.398846352,-0.69874562,-0.052463312
g9630,0.580637376,-0.408096935,-1.467542517,1.480138072,0.166940873,-0.352076869
g9631,2.02646169,-0.48546978,-0.526639522,-0.191981561,-0.359131997,-0.463238831
g9632,0.487354573,-0.427445012,-1.318462665,1.631104931,0.049872086,-0.422423913
g9633,-0.31757513,1.608202894,0.519547554,0.16074746,-0.792081218,-1.17884156
