,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
g4966,1480.19723602085,2.22459525097744,0.383239027176797,5.80472001342175,6.447364976752861e-09,9.4546402580835e-07
g4976,65.0796957657126,2.12494587906436,0.368511824505801,5.76628954013636,8.10357929709237e-09,1.17809276953591e-06
g27216,93.966035755802,7.32243551118434,1.27427331623042,5.74636180316927,9.118409004504421e-09,1.31429785856378e-06
g17655,74.9349688795266,3.55231499929772,0.620273583143875,5.72701320164677,1.0221421741462e-08,1.46079708684759e-06
g27070,2215.05576188223,2.43347982204691,0.425777714756404,5.71537621089247,1.09461581203193e-08,1.55122697933668e-06
g26119,488.219770659742,1.51093911090706,0.265077176428818,5.69999700186483,1.19809535101748e-08,1.68372333329657e-06
g16284,186.476499191352,2.54545850009129,0.448247347948327,5.67869171282799,1.35728851488186e-08,1.89167880288989e-06
g7059,1863.3610464829,1.44057283513228,0.253794472836847,5.67613951174719,1.377684335467e-08,1.90436628141931e-06
g11909,78.6046512202671,3.04854015779272,0.537462262722738,5.67210085104221,1.410568913798e-08,1.9339702570967e-06
g14828,2645.84895012525,2.03793076228746,0.364139094292647,5.59657228303436,2.18631191940894e-08,2.97338421039616e-06
g4194,4770.54565735152,2.18689578522787,0.391422811929565,5.58704224326454,2.30969556700251e-08,3.11605648335443e-06
g22542,5121.76058014416,3.10008643375465,0.556134730085462,5.57434424798152,2.48463983892639e-08,3.32547351140117e-06
g27270,70.0767911199657,4.12958292570703,0.741608259095637,5.56841550112036,2.57066238305083e-08,3.41351578171411e-06
g8679,238.486996045473,2.38915162304549,0.42960988542648,5.56121193690351,2.67907606013915e-08,3.52968270923333e-06
g8671,298.3738980087,-2.31597752806756,0.417652530657066,-5.54522565546048,2.93575307461348e-08,3.83787130622339e-06
g20325,268.604796810616,3.48957428148327,0.630321497782653,5.53618160535363,3.09137030529451e-08,4.00254431423971e-06
g20809,288.045024909439,-1.95641259401926,0.353450935661261,-5.53517446589598,3.10918705624645e-08,4.00254431423971e-06
g26784,180.142846701205,1.98859039811397,0.359547879850783,5.53080829996624,3.18758528654772e-08,4.07238168729854e-06
g15899,1304.7981145056,2.39376929531856,0.433708338330517,5.51930660252682,3.40339926873392e-08,4.25147594577251e-06
